,DataSetName,ColumnName,ColumnType,Encoder,EncoderForOthers,Cardinality,Score
326,titanic,Ticket,Nominal,BinaryEncoder,,681,0.5559322033898305
327,titanic,Ticket,Nominal,HelmertEncoder,,681,0.6677966101694915
328,titanic,Ticket,Nominal,OneHotEncoder,,681,0.6372881355932203
329,titanic,Ticket,Nominal,HashingEncoder,,681,0.6305084745762712
330,titanic,Cabin,Nominal,LabelEncoder,,145,0.6745762711864407
331,titanic,Cabin,Nominal,BaseNEncoder,,145,0.6305084745762712
332,titanic,Cabin,Nominal,SumEncoder,,145,0.6711864406779661
333,titanic,Cabin,Nominal,JamesSteinEncoder,,145,0.735593220338983
334,titanic,Cabin,Nominal,FrequencyEncoder,,145,0.6677966101694915
335,titanic,Cabin,Nominal,TargetEncoder,,145,0.6610169491525424
336,titanic,Cabin,Nominal,BinaryEncoder,,145,0.6305084745762712
337,titanic,Cabin,Nominal,HelmertEncoder,,145,0.6779661016949152
338,titanic,Cabin,Nominal,OneHotEncoder,,145,0.6644067796610169
339,titanic,Cabin,Nominal,HashingEncoder,,145,0.6271186440677966
340,heart,ca,Nominal,LabelEncoder,,5,0.65
341,heart,ca,Nominal,BaseNEncoder,,5,0.65
342,heart,ca,Nominal,SumEncoder,,5,0.65
343,heart,ca,Nominal,JamesSteinEncoder,,5,0.65
344,heart,ca,Nominal,FrequencyEncoder,,5,0.65
345,heart,ca,Nominal,TargetEncoder,,5,0.65
346,heart,ca,Nominal,BinaryEncoder,,5,0.65
347,heart,ca,Nominal,HelmertEncoder,,5,0.65
348,heart,ca,Nominal,OneHotEncoder,,5,0.65
349,heart,ca,Nominal,HashingEncoder,,5,0.65
350,heart,thal,Ordinal,LabelEncoder,,4,0.74
351,heart,thal,Ordinal,BaseNEncoder,,4,0.74
352,heart,thal,Ordinal,SumEncoder,,4,0.74
353,heart,thal,Ordinal,JamesSteinEncoder,,4,0.74
354,heart,thal,Ordinal,FrequencyEncoder,,4,0.69
355,heart,thal,Ordinal,TargetEncoder,,4,0.74
356,heart,thal,Ordinal,BinaryEncoder,,4,0.74
357,heart,thal,Ordinal,HelmertEncoder,,4,0.74
358,heart,thal,Ordinal,OneHotEncoder,,4,0.74
359,heart,thal,Ordinal,HashingEncoder,,4,0.74
360,heart,restecg,Nominal,LabelEncoder,,3,0.56
361,heart,restecg,Nominal,BaseNEncoder,,3,0.56
362,heart,restecg,Nominal,SumEncoder,,3,0.56
363,heart,restecg,Nominal,JamesSteinEncoder,,3,0.56
364,heart,restecg,Nominal,FrequencyEncoder,,3,0.56
365,heart,restecg,Nominal,TargetEncoder,,3,0.56
366,heart,restecg,Nominal,BinaryEncoder,,3,0.56
367,heart,restecg,Nominal,HelmertEncoder,,3,0.56
368,heart,restecg,Nominal,OneHotEncoder,,3,0.56
369,heart,restecg,Nominal,HashingEncoder,,3,0.56
370,heart,fbs,Nominal,LabelEncoder,,2,0.55
371,heart,fbs,Nominal,BaseNEncoder,,2,0.55
372,heart,fbs,Nominal,SumEncoder,,2,0.55
373,heart,fbs,Nominal,JamesSteinEncoder,,2,0.55
374,heart,fbs,Nominal,FrequencyEncoder,,2,0.55
375,heart,fbs,Nominal,TargetEncoder,,2,0.55
376,heart,fbs,Nominal,BinaryEncoder,,2,0.55
377,heart,fbs,Nominal,HelmertEncoder,,2,0.55
378,heart,fbs,Nominal,OneHotEncoder,,2,0.55
379,heart,fbs,Nominal,HashingEncoder,,2,0.55
380,heart,cp,Nominal,LabelEncoder,,4,0.73
381,heart,cp,Nominal,BaseNEncoder,,4,0.73
382,heart,cp,Nominal,SumEncoder,,4,0.73
383,heart,cp,Nominal,JamesSteinEncoder,,4,0.73
384,heart,cp,Nominal,FrequencyEncoder,,4,0.77
385,heart,cp,Nominal,TargetEncoder,,4,0.73
