,DataSetName,ColumnName,ColumnType,Encoder,EncoderForOthers,Score,nuuniquevalues
2563,adult,marital-status,Nominal,HelmertEncoder,HashingEncoder,0.8095014741356205,7.0
2564,adult,marital-status,Nominal,HelmertEncoder,LabelEncoder,0.8087644063253819,7.0
2565,adult,marital-status,Nominal,HelmertEncoder,TargetEncoder,0.8114446529080676,7.0
2566,adult,marital-status,Nominal,HelmertEncoder,HelmertEncoder,0.8093674618064862,7.0
2567,adult,marital-status,Nominal,HelmertEncoder,FrequencyEncoder,0.8048780487804879,7.0
2568,adult,marital-status,Nominal,HelmertEncoder,BaseNEncoder,0.8057491289198606,7.0
2569,adult,marital-status,Nominal,HelmertEncoder,OneHotEncoder,0.808295363173412,7.0
2570,adult,marital-status,Nominal,FrequencyEncoder,BinaryEncoder,0.8030018761726079,7.0
2571,adult,marital-status,Nominal,FrequencyEncoder,JamesSteinEncoder,0.8117126775663361,7.0
2572,adult,marital-status,Nominal,FrequencyEncoder,SumEncoder,0.807357276869472,7.0
2573,adult,marital-status,Nominal,FrequencyEncoder,HashingEncoder,0.806419190565532,7.0
2574,adult,marital-status,Nominal,FrequencyEncoder,LabelEncoder,0.8081613508442776,7.0
2575,adult,marital-status,Nominal,FrequencyEncoder,TargetEncoder,0.8118466898954704,7.0
2576,adult,marital-status,Nominal,FrequencyEncoder,HelmertEncoder,0.8115786652372018,7.0
2577,adult,marital-status,Nominal,FrequencyEncoder,FrequencyEncoder,0.8080943446797105,7.0
2578,adult,marital-status,Nominal,FrequencyEncoder,BaseNEncoder,0.8030018761726079,7.0
2579,adult,marital-status,Nominal,FrequencyEncoder,OneHotEncoder,0.8058161350844277,7.0
2580,adult,marital-status,Nominal,BaseNEncoder,BinaryEncoder,0.8045430179576522,7.0
2581,adult,marital-status,Nominal,BaseNEncoder,JamesSteinEncoder,0.8072902707049049,7.0
2582,adult,marital-status,Nominal,BaseNEncoder,SumEncoder,0.8059501474135621,7.0
2583,adult,marital-status,Nominal,BaseNEncoder,HashingEncoder,0.803537925489145,7.0
2584,adult,marital-status,Nominal,BaseNEncoder,LabelEncoder,0.8066872152238006,7.0
2585,adult,marital-status,Nominal,BaseNEncoder,TargetEncoder,0.807357276869472,7.0
2586,adult,marital-status,Nominal,BaseNEncoder,HelmertEncoder,0.8104395604395604,7.0
2587,adult,marital-status,Nominal,BaseNEncoder,FrequencyEncoder,0.8044760117930849,7.0
2588,adult,marital-status,Nominal,BaseNEncoder,BaseNEncoder,0.8045430179576522,7.0
2589,adult,marital-status,Nominal,BaseNEncoder,OneHotEncoder,0.8094344679710533,7.0
2590,adult,marital-status,Nominal,OneHotEncoder,BinaryEncoder,0.8057491289198606,7.0
2591,adult,marital-status,Nominal,OneHotEncoder,JamesSteinEncoder,0.812650763870276,7.0
2592,adult,marital-status,Nominal,OneHotEncoder,SumEncoder,0.8083623693379791,7.0
2593,adult,marital-status,Nominal,OneHotEncoder,HashingEncoder,0.8071562583757705,7.0
2594,adult,marital-status,Nominal,OneHotEncoder,LabelEncoder,0.8083623693379791,7.0
2595,adult,marital-status,Nominal,OneHotEncoder,TargetEncoder,0.812650763870276,7.0
2596,adult,marital-status,Nominal,OneHotEncoder,HelmertEncoder,0.807826320021442,7.0
2597,adult,marital-status,Nominal,OneHotEncoder,FrequencyEncoder,0.8082283570088448,7.0
2598,adult,marital-status,Nominal,OneHotEncoder,BaseNEncoder,0.8057491289198606,7.0
2599,adult,marital-status,Nominal,OneHotEncoder,OneHotEncoder,0.8075582953631734,7.0
2600,car1,lug_boot,Ordinal,BinaryEncoder,BinaryEncoder,0.03684210526315789,4.0
2601,car1,lug_boot,Ordinal,BinaryEncoder,JamesSteinEncoder,0.0912280701754386,4.0
2602,car1,lug_boot,Ordinal,BinaryEncoder,SumEncoder,0.03684210526315789,4.0
2603,car1,lug_boot,Ordinal,BinaryEncoder,HashingEncoder,0.1631578947368421,4.0
2604,car1,lug_boot,Ordinal,BinaryEncoder,LabelEncoder,0.03684210526315789,4.0
2605,car1,lug_boot,Ordinal,BinaryEncoder,TargetEncoder,0.13157894736842105,4.0
2606,car1,lug_boot,Ordinal,BinaryEncoder,HelmertEncoder,0.03684210526315789,4.0
2607,car1,lug_boot,Ordinal,BinaryEncoder,FrequencyEncoder,0.12456140350877193,4.0
2608,car1,lug_boot,Ordinal,BinaryEncoder,BaseNEncoder,0.03684210526315789,4.0
2609,car1,lug_boot,Ordinal,BinaryEncoder,OneHotEncoder,0.03684210526315789,4.0
2610,car1,lug_boot,Ordinal,JamesSteinEncoder,BinaryEncoder,0.03684210526315789,4.0
2611,car1,lug_boot,Ordinal,JamesSteinEncoder,JamesSteinEncoder,0.0912280701754386,4.0
2612,car1,lug_boot,Ordinal,JamesSteinEncoder,SumEncoder,0.03684210526315789,4.0
2613,car1,lug_boot,Ordinal,JamesSteinEncoder,HashingEncoder,0.1631578947368421,4.0
2614,car1,lug_boot,Ordinal,JamesSteinEncoder,LabelEncoder,0.03684210526315789,4.0
2615,car1,lug_boot,Ordinal,JamesSteinEncoder,TargetEncoder,0.13157894736842105,4.0
2616,car1,lug_boot,Ordinal,JamesSteinEncoder,HelmertEncoder,0.03684210526315789,4.0
2617,car1,lug_boot,Ordinal,JamesSteinEncoder,FrequencyEncoder,0.12456140350877193,4.0
2618,car1,lug_boot,Ordinal,JamesSteinEncoder,BaseNEncoder,0.03684210526315789,4.0
2619,car1,lug_boot,Ordinal,JamesSteinEncoder,OneHotEncoder,0.03684210526315789,4.0
2620,car1,lug_boot,Ordinal,SumEncoder,BinaryEncoder,0.03684210526315789,4.0
2621,car1,lug_boot,Ordinal,SumEncoder,JamesSteinEncoder,0.0912280701754386,4.0
2622,car1,lug_boot,Ordinal,SumEncoder,SumEncoder,0.03684210526315789,4.0
2623,car1,lug_boot,Ordinal,SumEncoder,HashingEncoder,0.1631578947368421,4.0
2624,car1,lug_boot,Ordinal,SumEncoder,LabelEncoder,0.03684210526315789,4.0
2625,car1,lug_boot,Ordinal,SumEncoder,TargetEncoder,0.13157894736842105,4.0
2626,car1,lug_boot,Ordinal,SumEncoder,HelmertEncoder,0.03684210526315789,4.0
2627,car1,lug_boot,Ordinal,SumEncoder,FrequencyEncoder,0.12456140350877193,4.0
2628,car1,lug_boot,Ordinal,SumEncoder,BaseNEncoder,0.03684210526315789,4.0
2629,car1,lug_boot,Ordinal,SumEncoder,OneHotEncoder,0.03684210526315789,4.0
2630,car1,lug_boot,Ordinal,HashingEncoder,BinaryEncoder,0.06666666666666667,4.0
2631,car1,lug_boot,Ordinal,HashingEncoder,JamesSteinEncoder,0.11929824561403508,4.0
2632,car1,lug_boot,Ordinal,HashingEncoder,SumEncoder,0.06666666666666667,4.0
2633,car1,lug_boot,Ordinal,HashingEncoder,HashingEncoder,0.20526315789473684,4.0
2634,car1,lug_boot,Ordinal,HashingEncoder,LabelEncoder,0.06666666666666667,4.0
2635,car1,lug_boot,Ordinal,HashingEncoder,TargetEncoder,0.16666666666666666,4.0
2636,car1,lug_boot,Ordinal,HashingEncoder,HelmertEncoder,0.06666666666666667,4.0
2637,car1,lug_boot,Ordinal,HashingEncoder,FrequencyEncoder,0.18421052631578946,4.0
2638,car1,lug_boot,Ordinal,HashingEncoder,BaseNEncoder,0.06666666666666667,4.0
2639,car1,lug_boot,Ordinal,HashingEncoder,OneHotEncoder,0.06666666666666667,4.0
2640,car1,lug_boot,Ordinal,LabelEncoder,BinaryEncoder,0.03684210526315789,4.0
2641,car1,lug_boot,Ordinal,LabelEncoder,JamesSteinEncoder,0.0912280701754386,4.0
2642,car1,lug_boot,Ordinal,LabelEncoder,SumEncoder,0.03684210526315789,4.0
2643,car1,lug_boot,Ordinal,LabelEncoder,HashingEncoder,0.1631578947368421,4.0
2644,car1,lug_boot,Ordinal,LabelEncoder,LabelEncoder,0.03684210526315789,4.0
2645,car1,lug_boot,Ordinal,LabelEncoder,TargetEncoder,0.13157894736842105,4.0
2646,car1,lug_boot,Ordinal,LabelEncoder,HelmertEncoder,0.03684210526315789,4.0
2647,car1,lug_boot,Ordinal,LabelEncoder,FrequencyEncoder,0.12456140350877193,4.0
2648,car1,lug_boot,Ordinal,LabelEncoder,BaseNEncoder,0.03684210526315789,4.0
2649,car1,lug_boot,Ordinal,LabelEncoder,OneHotEncoder,0.03684210526315789,4.0
2650,car1,lug_boot,Ordinal,TargetEncoder,BinaryEncoder,0.03684210526315789,4.0
2651,car1,lug_boot,Ordinal,TargetEncoder,JamesSteinEncoder,0.0912280701754386,4.0
2652,car1,lug_boot,Ordinal,TargetEncoder,SumEncoder,0.03684210526315789,4.0
2653,car1,lug_boot,Ordinal,TargetEncoder,HashingEncoder,0.1631578947368421,4.0
2654,car1,lug_boot,Ordinal,TargetEncoder,LabelEncoder,0.03684210526315789,4.0
2655,car1,lug_boot,Ordinal,TargetEncoder,TargetEncoder,0.13157894736842105,4.0
2656,car1,lug_boot,Ordinal,TargetEncoder,HelmertEncoder,0.03684210526315789,4.0
2657,car1,lug_boot,Ordinal,TargetEncoder,FrequencyEncoder,0.12456140350877193,4.0
2658,car1,lug_boot,Ordinal,TargetEncoder,BaseNEncoder,0.03684210526315789,4.0
2659,car1,lug_boot,Ordinal,TargetEncoder,OneHotEncoder,0.03684210526315789,4.0
2660,car1,lug_boot,Ordinal,HelmertEncoder,BinaryEncoder,0.03684210526315789,4.0
2661,car1,lug_boot,Ordinal,HelmertEncoder,JamesSteinEncoder,0.0912280701754386,4.0
2662,car1,lug_boot,Ordinal,HelmertEncoder,SumEncoder,0.03684210526315789,4.0
2663,car1,lug_boot,Ordinal,HelmertEncoder,HashingEncoder,0.1631578947368421,4.0
2664,car1,lug_boot,Ordinal,HelmertEncoder,LabelEncoder,0.03684210526315789,4.0
2665,car1,lug_boot,Ordinal,HelmertEncoder,TargetEncoder,0.13157894736842105,4.0
2666,car1,lug_boot,Ordinal,HelmertEncoder,HelmertEncoder,0.03684210526315789,4.0
2667,car1,lug_boot,Ordinal,HelmertEncoder,FrequencyEncoder,0.12456140350877193,4.0
2668,car1,lug_boot,Ordinal,HelmertEncoder,BaseNEncoder,0.03684210526315789,4.0
2669,car1,lug_boot,Ordinal,HelmertEncoder,OneHotEncoder,0.03684210526315789,4.0
2670,car1,lug_boot,Ordinal,FrequencyEncoder,BinaryEncoder,0.03684210526315789,4.0
2671,car1,lug_boot,Ordinal,FrequencyEncoder,JamesSteinEncoder,0.0912280701754386,4.0
2672,car1,lug_boot,Ordinal,FrequencyEncoder,SumEncoder,0.03684210526315789,4.0
2673,car1,lug_boot,Ordinal,FrequencyEncoder,HashingEncoder,0.1631578947368421,4.0
2674,car1,lug_boot,Ordinal,FrequencyEncoder,LabelEncoder,0.03684210526315789,4.0
2675,car1,lug_boot,Ordinal,FrequencyEncoder,TargetEncoder,0.13157894736842105,4.0
2676,car1,lug_boot,Ordinal,FrequencyEncoder,HelmertEncoder,0.03684210526315789,4.0
2677,car1,lug_boot,Ordinal,FrequencyEncoder,FrequencyEncoder,0.12456140350877193,4.0
2678,car1,lug_boot,Ordinal,FrequencyEncoder,BaseNEncoder,0.03684210526315789,4.0
2679,car1,lug_boot,Ordinal,FrequencyEncoder,OneHotEncoder,0.03684210526315789,4.0
2680,car1,lug_boot,Ordinal,BaseNEncoder,BinaryEncoder,0.03684210526315789,4.0
2681,car1,lug_boot,Ordinal,BaseNEncoder,JamesSteinEncoder,0.0912280701754386,4.0
2682,car1,lug_boot,Ordinal,BaseNEncoder,SumEncoder,0.03684210526315789,4.0
2683,car1,lug_boot,Ordinal,BaseNEncoder,HashingEncoder,0.1631578947368421,4.0
2684,car1,lug_boot,Ordinal,BaseNEncoder,LabelEncoder,0.03684210526315789,4.0
2685,car1,lug_boot,Ordinal,BaseNEncoder,TargetEncoder,0.13157894736842105,4.0
2686,car1,lug_boot,Ordinal,BaseNEncoder,HelmertEncoder,0.03684210526315789,4.0
2687,car1,lug_boot,Ordinal,BaseNEncoder,FrequencyEncoder,0.12456140350877193,4.0
2688,car1,lug_boot,Ordinal,BaseNEncoder,BaseNEncoder,0.03684210526315789,4.0
2689,car1,lug_boot,Ordinal,BaseNEncoder,OneHotEncoder,0.03684210526315789,4.0
2690,car1,lug_boot,Ordinal,OneHotEncoder,BinaryEncoder,0.03684210526315789,4.0
2691,car1,lug_boot,Ordinal,OneHotEncoder,JamesSteinEncoder,0.0912280701754386,4.0
2692,car1,lug_boot,Ordinal,OneHotEncoder,SumEncoder,0.03684210526315789,4.0
2693,car1,lug_boot,Ordinal,OneHotEncoder,HashingEncoder,0.1631578947368421,4.0
2694,car1,lug_boot,Ordinal,OneHotEncoder,LabelEncoder,0.03684210526315789,4.0
2695,car1,lug_boot,Ordinal,OneHotEncoder,TargetEncoder,0.13157894736842105,4.0
2696,car1,lug_boot,Ordinal,OneHotEncoder,HelmertEncoder,0.03684210526315789,4.0
2697,car1,lug_boot,Ordinal,OneHotEncoder,FrequencyEncoder,0.12456140350877193,4.0
2698,car1,lug_boot,Ordinal,OneHotEncoder,BaseNEncoder,0.03684210526315789,4.0
2699,car1,lug_boot,Ordinal,OneHotEncoder,OneHotEncoder,0.03684210526315789,4.0
2700,car1,buying,Nominal,BinaryEncoder,BinaryEncoder,0.03684210526315789,4.0
2701,car1,buying,Nominal,BinaryEncoder,JamesSteinEncoder,0.05964912280701754,4.0
2702,car1,buying,Nominal,BinaryEncoder,SumEncoder,0.03684210526315789,4.0
2703,car1,buying,Nominal,BinaryEncoder,HashingEncoder,0.12631578947368421,4.0
2704,car1,buying,Nominal,BinaryEncoder,LabelEncoder,0.03684210526315789,4.0
2705,car1,buying,Nominal,BinaryEncoder,TargetEncoder,0.05964912280701754,4.0
2706,car1,buying,Nominal,BinaryEncoder,HelmertEncoder,0.03684210526315789,4.0
2707,car1,buying,Nominal,BinaryEncoder,FrequencyEncoder,0.05964912280701754,4.0
2708,car1,buying,Nominal,BinaryEncoder,BaseNEncoder,0.03684210526315789,4.0
2709,car1,buying,Nominal,BinaryEncoder,OneHotEncoder,0.03684210526315789,4.0
2710,car1,buying,Nominal,JamesSteinEncoder,BinaryEncoder,0.06491228070175438,4.0
2711,car1,buying,Nominal,JamesSteinEncoder,JamesSteinEncoder,0.0912280701754386,4.0
2712,car1,buying,Nominal,JamesSteinEncoder,SumEncoder,0.06491228070175438,4.0
2713,car1,buying,Nominal,JamesSteinEncoder,HashingEncoder,0.15087719298245614,4.0
2714,car1,buying,Nominal,JamesSteinEncoder,LabelEncoder,0.06491228070175438,4.0
2715,car1,buying,Nominal,JamesSteinEncoder,TargetEncoder,0.0912280701754386,4.0
2716,car1,buying,Nominal,JamesSteinEncoder,HelmertEncoder,0.06491228070175438,4.0
2717,car1,buying,Nominal,JamesSteinEncoder,FrequencyEncoder,0.0912280701754386,4.0
2718,car1,buying,Nominal,JamesSteinEncoder,BaseNEncoder,0.06491228070175438,4.0
2719,car1,buying,Nominal,JamesSteinEncoder,OneHotEncoder,0.06491228070175438,4.0
2720,car1,buying,Nominal,SumEncoder,BinaryEncoder,0.03684210526315789,4.0
2721,car1,buying,Nominal,SumEncoder,JamesSteinEncoder,0.05964912280701754,4.0
2722,car1,buying,Nominal,SumEncoder,SumEncoder,0.03684210526315789,4.0
2723,car1,buying,Nominal,SumEncoder,HashingEncoder,0.12631578947368421,4.0
2724,car1,buying,Nominal,SumEncoder,LabelEncoder,0.03684210526315789,4.0
2725,car1,buying,Nominal,SumEncoder,TargetEncoder,0.05964912280701754,4.0
2726,car1,buying,Nominal,SumEncoder,HelmertEncoder,0.03684210526315789,4.0
2727,car1,buying,Nominal,SumEncoder,FrequencyEncoder,0.05964912280701754,4.0
2728,car1,buying,Nominal,SumEncoder,BaseNEncoder,0.03684210526315789,4.0
2729,car1,buying,Nominal,SumEncoder,OneHotEncoder,0.03684210526315789,4.0
2730,car1,buying,Nominal,HashingEncoder,BinaryEncoder,0.11754385964912281,4.0
2731,car1,buying,Nominal,HashingEncoder,JamesSteinEncoder,0.13508771929824562,4.0
2732,car1,buying,Nominal,HashingEncoder,SumEncoder,0.11754385964912281,4.0
2733,car1,buying,Nominal,HashingEncoder,HashingEncoder,0.20877192982456141,4.0
2734,car1,buying,Nominal,HashingEncoder,LabelEncoder,0.11754385964912281,4.0
2735,car1,buying,Nominal,HashingEncoder,TargetEncoder,0.13508771929824562,4.0
2736,car1,buying,Nominal,HashingEncoder,HelmertEncoder,0.11754385964912281,4.0
2737,car1,buying,Nominal,HashingEncoder,FrequencyEncoder,0.13508771929824562,4.0
2738,car1,buying,Nominal,HashingEncoder,BaseNEncoder,0.11754385964912281,4.0
2739,car1,buying,Nominal,HashingEncoder,OneHotEncoder,0.11754385964912281,4.0
2740,car1,buying,Nominal,LabelEncoder,BinaryEncoder,0.03684210526315789,4.0
2741,car1,buying,Nominal,LabelEncoder,JamesSteinEncoder,0.05964912280701754,4.0
2742,car1,buying,Nominal,LabelEncoder,SumEncoder,0.03684210526315789,4.0
2743,car1,buying,Nominal,LabelEncoder,HashingEncoder,0.12631578947368421,4.0
2744,car1,buying,Nominal,LabelEncoder,LabelEncoder,0.03684210526315789,4.0
2745,car1,buying,Nominal,LabelEncoder,TargetEncoder,0.05964912280701754,4.0
2746,car1,buying,Nominal,LabelEncoder,HelmertEncoder,0.03684210526315789,4.0
2747,car1,buying,Nominal,LabelEncoder,FrequencyEncoder,0.05964912280701754,4.0
2748,car1,buying,Nominal,LabelEncoder,BaseNEncoder,0.03684210526315789,4.0
2749,car1,buying,Nominal,LabelEncoder,OneHotEncoder,0.03684210526315789,4.0
2750,car1,buying,Nominal,TargetEncoder,BinaryEncoder,0.1,4.0
2751,car1,buying,Nominal,TargetEncoder,JamesSteinEncoder,0.13157894736842105,4.0
2752,car1,buying,Nominal,TargetEncoder,SumEncoder,0.1,4.0
2753,car1,buying,Nominal,TargetEncoder,HashingEncoder,0.18596491228070175,4.0
2754,car1,buying,Nominal,TargetEncoder,LabelEncoder,0.1,4.0
2755,car1,buying,Nominal,TargetEncoder,TargetEncoder,0.13157894736842105,4.0
2756,car1,buying,Nominal,TargetEncoder,HelmertEncoder,0.1,4.0
2757,car1,buying,Nominal,TargetEncoder,FrequencyEncoder,0.13157894736842105,4.0
2758,car1,buying,Nominal,TargetEncoder,BaseNEncoder,0.1,4.0
2759,car1,buying,Nominal,TargetEncoder,OneHotEncoder,0.1,4.0
2760,car1,buying,Nominal,HelmertEncoder,BinaryEncoder,0.03684210526315789,4.0
2761,car1,buying,Nominal,HelmertEncoder,JamesSteinEncoder,0.05964912280701754,4.0
2762,car1,buying,Nominal,HelmertEncoder,SumEncoder,0.03684210526315789,4.0
2763,car1,buying,Nominal,HelmertEncoder,HashingEncoder,0.12631578947368421,4.0
2764,car1,buying,Nominal,HelmertEncoder,LabelEncoder,0.03684210526315789,4.0
2765,car1,buying,Nominal,HelmertEncoder,TargetEncoder,0.05964912280701754,4.0
2766,car1,buying,Nominal,HelmertEncoder,HelmertEncoder,0.03684210526315789,4.0
2767,car1,buying,Nominal,HelmertEncoder,FrequencyEncoder,0.05964912280701754,4.0
2768,car1,buying,Nominal,HelmertEncoder,BaseNEncoder,0.03684210526315789,4.0
2769,car1,buying,Nominal,HelmertEncoder,OneHotEncoder,0.03684210526315789,4.0
2770,car1,buying,Nominal,FrequencyEncoder,BinaryEncoder,0.10350877192982456,4.0
2771,car1,buying,Nominal,FrequencyEncoder,JamesSteinEncoder,0.12456140350877193,4.0
2772,car1,buying,Nominal,FrequencyEncoder,SumEncoder,0.10350877192982456,4.0
2773,car1,buying,Nominal,FrequencyEncoder,HashingEncoder,0.20701754385964913,4.0
2774,car1,buying,Nominal,FrequencyEncoder,LabelEncoder,0.10350877192982456,4.0
2775,car1,buying,Nominal,FrequencyEncoder,TargetEncoder,0.12456140350877193,4.0
2776,car1,buying,Nominal,FrequencyEncoder,HelmertEncoder,0.10350877192982456,4.0
2777,car1,buying,Nominal,FrequencyEncoder,FrequencyEncoder,0.12456140350877193,4.0
2778,car1,buying,Nominal,FrequencyEncoder,BaseNEncoder,0.10350877192982456,4.0
2779,car1,buying,Nominal,FrequencyEncoder,OneHotEncoder,0.10350877192982456,4.0
2780,car1,buying,Nominal,BaseNEncoder,BinaryEncoder,0.03684210526315789,4.0
2781,car1,buying,Nominal,BaseNEncoder,JamesSteinEncoder,0.05964912280701754,4.0
2782,car1,buying,Nominal,BaseNEncoder,SumEncoder,0.03684210526315789,4.0
2783,car1,buying,Nominal,BaseNEncoder,HashingEncoder,0.12631578947368421,4.0
2784,car1,buying,Nominal,BaseNEncoder,LabelEncoder,0.03684210526315789,4.0
2785,car1,buying,Nominal,BaseNEncoder,TargetEncoder,0.05964912280701754,4.0
2786,car1,buying,Nominal,BaseNEncoder,HelmertEncoder,0.03684210526315789,4.0
2787,car1,buying,Nominal,BaseNEncoder,FrequencyEncoder,0.05964912280701754,4.0
2788,car1,buying,Nominal,BaseNEncoder,BaseNEncoder,0.03684210526315789,4.0
2789,car1,buying,Nominal,BaseNEncoder,OneHotEncoder,0.03684210526315789,4.0
2790,car1,buying,Nominal,OneHotEncoder,BinaryEncoder,0.03684210526315789,4.0
2791,car1,buying,Nominal,OneHotEncoder,JamesSteinEncoder,0.05964912280701754,4.0
2792,car1,buying,Nominal,OneHotEncoder,SumEncoder,0.03684210526315789,4.0
2793,car1,buying,Nominal,OneHotEncoder,HashingEncoder,0.12631578947368421,4.0
2794,car1,buying,Nominal,OneHotEncoder,LabelEncoder,0.03684210526315789,4.0
2795,car1,buying,Nominal,OneHotEncoder,TargetEncoder,0.05964912280701754,4.0
2796,car1,buying,Nominal,OneHotEncoder,HelmertEncoder,0.03684210526315789,4.0
2797,car1,buying,Nominal,OneHotEncoder,FrequencyEncoder,0.05964912280701754,4.0
2798,car1,buying,Nominal,OneHotEncoder,BaseNEncoder,0.03684210526315789,4.0
2799,car1,buying,Nominal,OneHotEncoder,OneHotEncoder,0.03684210526315789,4.0
2800,car1,maint,Ordinal,BinaryEncoder,BinaryEncoder,0.03684210526315789,5.0
2801,car1,maint,Ordinal,BinaryEncoder,JamesSteinEncoder,0.06491228070175438,5.0
2802,car1,maint,Ordinal,BinaryEncoder,SumEncoder,0.03684210526315789,5.0
2803,car1,maint,Ordinal,BinaryEncoder,HashingEncoder,0.16842105263157894,5.0
2804,car1,maint,Ordinal,BinaryEncoder,LabelEncoder,0.03684210526315789,5.0
2805,car1,maint,Ordinal,BinaryEncoder,TargetEncoder,0.1,5.0
2806,car1,maint,Ordinal,BinaryEncoder,HelmertEncoder,0.03684210526315789,5.0
2807,car1,maint,Ordinal,BinaryEncoder,FrequencyEncoder,0.10350877192982456,5.0
2808,car1,maint,Ordinal,BinaryEncoder,BaseNEncoder,0.03684210526315789,5.0
2809,car1,maint,Ordinal,BinaryEncoder,OneHotEncoder,0.03684210526315789,5.0
2810,car1,maint,Ordinal,JamesSteinEncoder,BinaryEncoder,0.05964912280701754,5.0
2811,car1,maint,Ordinal,JamesSteinEncoder,JamesSteinEncoder,0.0912280701754386,5.0
2812,car1,maint,Ordinal,JamesSteinEncoder,SumEncoder,0.05964912280701754,5.0
2813,car1,maint,Ordinal,JamesSteinEncoder,HashingEncoder,0.18421052631578946,5.0
2814,car1,maint,Ordinal,JamesSteinEncoder,LabelEncoder,0.05964912280701754,5.0
2815,car1,maint,Ordinal,JamesSteinEncoder,TargetEncoder,0.13157894736842105,5.0
2816,car1,maint,Ordinal,JamesSteinEncoder,HelmertEncoder,0.05964912280701754,5.0
2817,car1,maint,Ordinal,JamesSteinEncoder,FrequencyEncoder,0.12456140350877193,5.0
2818,car1,maint,Ordinal,JamesSteinEncoder,BaseNEncoder,0.05964912280701754,5.0
2819,car1,maint,Ordinal,JamesSteinEncoder,OneHotEncoder,0.05964912280701754,5.0
2820,car1,maint,Ordinal,SumEncoder,BinaryEncoder,0.03684210526315789,5.0
2821,car1,maint,Ordinal,SumEncoder,JamesSteinEncoder,0.06491228070175438,5.0
2822,car1,maint,Ordinal,SumEncoder,SumEncoder,0.03684210526315789,5.0
2823,car1,maint,Ordinal,SumEncoder,HashingEncoder,0.16842105263157894,5.0
2824,car1,maint,Ordinal,SumEncoder,LabelEncoder,0.03684210526315789,5.0
2825,car1,maint,Ordinal,SumEncoder,TargetEncoder,0.1,5.0
2826,car1,maint,Ordinal,SumEncoder,HelmertEncoder,0.03684210526315789,5.0
2827,car1,maint,Ordinal,SumEncoder,FrequencyEncoder,0.10350877192982456,5.0
2828,car1,maint,Ordinal,SumEncoder,BaseNEncoder,0.03684210526315789,5.0
2829,car1,maint,Ordinal,SumEncoder,OneHotEncoder,0.03684210526315789,5.0
2830,car1,maint,Ordinal,HashingEncoder,BinaryEncoder,0.07368421052631578,5.0
2831,car1,maint,Ordinal,HashingEncoder,JamesSteinEncoder,0.1,5.0
2832,car1,maint,Ordinal,HashingEncoder,SumEncoder,0.07368421052631578,5.0
2833,car1,maint,Ordinal,HashingEncoder,HashingEncoder,0.18947368421052632,5.0
2834,car1,maint,Ordinal,HashingEncoder,LabelEncoder,0.07368421052631578,5.0
2835,car1,maint,Ordinal,HashingEncoder,TargetEncoder,0.13508771929824562,5.0
2836,car1,maint,Ordinal,HashingEncoder,HelmertEncoder,0.07368421052631578,5.0
2837,car1,maint,Ordinal,HashingEncoder,FrequencyEncoder,0.13859649122807016,5.0
2838,car1,maint,Ordinal,HashingEncoder,BaseNEncoder,0.07368421052631578,5.0
2839,car1,maint,Ordinal,HashingEncoder,OneHotEncoder,0.07368421052631578,5.0
2840,car1,maint,Ordinal,LabelEncoder,BinaryEncoder,0.03684210526315789,5.0
2841,car1,maint,Ordinal,LabelEncoder,JamesSteinEncoder,0.06491228070175438,5.0
2842,car1,maint,Ordinal,LabelEncoder,SumEncoder,0.03684210526315789,5.0
2843,car1,maint,Ordinal,LabelEncoder,HashingEncoder,0.16842105263157894,5.0
2844,car1,maint,Ordinal,LabelEncoder,LabelEncoder,0.03684210526315789,5.0
2845,car1,maint,Ordinal,LabelEncoder,TargetEncoder,0.1,5.0
2846,car1,maint,Ordinal,LabelEncoder,HelmertEncoder,0.03684210526315789,5.0
2847,car1,maint,Ordinal,LabelEncoder,FrequencyEncoder,0.10350877192982456,5.0
2848,car1,maint,Ordinal,LabelEncoder,BaseNEncoder,0.03684210526315789,5.0
2849,car1,maint,Ordinal,LabelEncoder,OneHotEncoder,0.03684210526315789,5.0
2850,car1,maint,Ordinal,TargetEncoder,BinaryEncoder,0.05964912280701754,5.0
2851,car1,maint,Ordinal,TargetEncoder,JamesSteinEncoder,0.0912280701754386,5.0
2852,car1,maint,Ordinal,TargetEncoder,SumEncoder,0.05964912280701754,5.0
2853,car1,maint,Ordinal,TargetEncoder,HashingEncoder,0.18421052631578946,5.0
2854,car1,maint,Ordinal,TargetEncoder,LabelEncoder,0.05964912280701754,5.0
2855,car1,maint,Ordinal,TargetEncoder,TargetEncoder,0.13157894736842105,5.0
2856,car1,maint,Ordinal,TargetEncoder,HelmertEncoder,0.05964912280701754,5.0
2857,car1,maint,Ordinal,TargetEncoder,FrequencyEncoder,0.12456140350877193,5.0
2858,car1,maint,Ordinal,TargetEncoder,BaseNEncoder,0.05964912280701754,5.0
2859,car1,maint,Ordinal,TargetEncoder,OneHotEncoder,0.05964912280701754,5.0
2860,car1,maint,Ordinal,HelmertEncoder,BinaryEncoder,0.03684210526315789,5.0
2861,car1,maint,Ordinal,HelmertEncoder,JamesSteinEncoder,0.06491228070175438,5.0
2862,car1,maint,Ordinal,HelmertEncoder,SumEncoder,0.03684210526315789,5.0
2863,car1,maint,Ordinal,HelmertEncoder,HashingEncoder,0.16842105263157894,5.0
2864,car1,maint,Ordinal,HelmertEncoder,LabelEncoder,0.03684210526315789,5.0
