,DataSetName,ColumnName,ColumnType,Encoder,EncoderForOthers,Score,nuuniquevalues
856,car,engine_location,Nominal,TargetEncoder,HelmertEncoder,0.029850746268656716,2.0
857,car,engine_location,Nominal,TargetEncoder,FrequencyEncoder,0.04477611940298507,2.0
858,car,engine_location,Nominal,TargetEncoder,BaseNEncoder,0.04477611940298507,2.0
859,car,engine_location,Nominal,TargetEncoder,OneHotEncoder,0.029850746268656716,2.0
860,car,engine_location,Nominal,HelmertEncoder,BinaryEncoder,0.04477611940298507,2.0
861,car,engine_location,Nominal,HelmertEncoder,JamesSteinEncoder,0.029850746268656716,2.0
862,car,engine_location,Nominal,HelmertEncoder,SumEncoder,0.014925373134328358,2.0
863,car,engine_location,Nominal,HelmertEncoder,HashingEncoder,0.014925373134328358,2.0
864,car,engine_location,Nominal,HelmertEncoder,LabelEncoder,0.014925373134328358,2.0
865,car,engine_location,Nominal,HelmertEncoder,TargetEncoder,0.029850746268656716,2.0
866,car,engine_location,Nominal,HelmertEncoder,HelmertEncoder,0.029850746268656716,2.0
867,car,engine_location,Nominal,HelmertEncoder,FrequencyEncoder,0.04477611940298507,2.0
868,car,engine_location,Nominal,HelmertEncoder,BaseNEncoder,0.04477611940298507,2.0
869,car,engine_location,Nominal,HelmertEncoder,OneHotEncoder,0.029850746268656716,2.0
870,car,engine_location,Nominal,FrequencyEncoder,BinaryEncoder,0.04477611940298507,2.0
871,car,engine_location,Nominal,FrequencyEncoder,JamesSteinEncoder,0.04477611940298507,2.0
872,car,engine_location,Nominal,FrequencyEncoder,SumEncoder,0.029850746268656716,2.0
873,car,engine_location,Nominal,FrequencyEncoder,HashingEncoder,0.029850746268656716,2.0
874,car,engine_location,Nominal,FrequencyEncoder,LabelEncoder,0.029850746268656716,2.0
875,car,engine_location,Nominal,FrequencyEncoder,TargetEncoder,0.04477611940298507,2.0
876,car,engine_location,Nominal,FrequencyEncoder,HelmertEncoder,0.029850746268656716,2.0
877,car,engine_location,Nominal,FrequencyEncoder,FrequencyEncoder,0.04477611940298507,2.0
878,car,engine_location,Nominal,FrequencyEncoder,BaseNEncoder,0.04477611940298507,2.0
879,car,engine_location,Nominal,FrequencyEncoder,OneHotEncoder,0.029850746268656716,2.0
880,car,engine_location,Nominal,BaseNEncoder,BinaryEncoder,0.04477611940298507,2.0
881,car,engine_location,Nominal,BaseNEncoder,JamesSteinEncoder,0.029850746268656716,2.0
882,car,engine_location,Nominal,BaseNEncoder,SumEncoder,0.029850746268656716,2.0
883,car,engine_location,Nominal,BaseNEncoder,HashingEncoder,0.04477611940298507,2.0
884,car,engine_location,Nominal,BaseNEncoder,LabelEncoder,0.029850746268656716,2.0
885,car,engine_location,Nominal,BaseNEncoder,TargetEncoder,0.029850746268656716,2.0
886,car,engine_location,Nominal,BaseNEncoder,HelmertEncoder,0.014925373134328358,2.0
887,car,engine_location,Nominal,BaseNEncoder,FrequencyEncoder,0.029850746268656716,2.0
888,car,engine_location,Nominal,BaseNEncoder,BaseNEncoder,0.04477611940298507,2.0
889,car,engine_location,Nominal,BaseNEncoder,OneHotEncoder,0.014925373134328358,2.0
890,car,engine_location,Nominal,OneHotEncoder,BinaryEncoder,0.04477611940298507,2.0
891,car,engine_location,Nominal,OneHotEncoder,JamesSteinEncoder,0.029850746268656716,2.0
892,car,engine_location,Nominal,OneHotEncoder,SumEncoder,0.029850746268656716,2.0
893,car,engine_location,Nominal,OneHotEncoder,HashingEncoder,0.04477611940298507,2.0
894,car,engine_location,Nominal,OneHotEncoder,LabelEncoder,0.029850746268656716,2.0
895,car,engine_location,Nominal,OneHotEncoder,TargetEncoder,0.029850746268656716,2.0
896,car,engine_location,Nominal,OneHotEncoder,HelmertEncoder,0.014925373134328358,2.0
897,car,engine_location,Nominal,OneHotEncoder,FrequencyEncoder,0.029850746268656716,2.0
898,car,engine_location,Nominal,OneHotEncoder,BaseNEncoder,0.04477611940298507,2.0
899,car,engine_location,Nominal,OneHotEncoder,OneHotEncoder,0.014925373134328358,2.0
900,car,make,Nominal,BinaryEncoder,BinaryEncoder,0.029850746268656716,21.0
901,car,make,Nominal,BinaryEncoder,JamesSteinEncoder,0.04477611940298507,21.0
902,car,make,Nominal,BinaryEncoder,SumEncoder,0.014925373134328358,21.0
903,car,make,Nominal,BinaryEncoder,HashingEncoder,0.029850746268656716,21.0
904,car,make,Nominal,BinaryEncoder,LabelEncoder,0.04477611940298507,21.0
905,car,make,Nominal,BinaryEncoder,TargetEncoder,0.04477611940298507,21.0
906,car,make,Nominal,BinaryEncoder,HelmertEncoder,0.029850746268656716,21.0
907,car,make,Nominal,BinaryEncoder,FrequencyEncoder,0.04477611940298507,21.0
908,car,make,Nominal,BinaryEncoder,BaseNEncoder,0.029850746268656716,21.0
909,car,make,Nominal,BinaryEncoder,OneHotEncoder,0.04477611940298507,21.0
910,car,make,Nominal,JamesSteinEncoder,BinaryEncoder,0.014925373134328358,21.0
911,car,make,Nominal,JamesSteinEncoder,JamesSteinEncoder,0.04477611940298507,21.0
912,car,make,Nominal,JamesSteinEncoder,SumEncoder,0.029850746268656716,21.0
913,car,make,Nominal,JamesSteinEncoder,HashingEncoder,0.04477611940298507,21.0
914,car,make,Nominal,JamesSteinEncoder,LabelEncoder,0.04477611940298507,21.0
915,car,make,Nominal,JamesSteinEncoder,TargetEncoder,0.04477611940298507,21.0
916,car,make,Nominal,JamesSteinEncoder,HelmertEncoder,0.04477611940298507,21.0
917,car,make,Nominal,JamesSteinEncoder,FrequencyEncoder,0.029850746268656716,21.0
918,car,make,Nominal,JamesSteinEncoder,BaseNEncoder,0.014925373134328358,21.0
919,car,make,Nominal,JamesSteinEncoder,OneHotEncoder,0.014925373134328358,21.0
920,car,make,Nominal,SumEncoder,BinaryEncoder,0.029850746268656716,21.0
921,car,make,Nominal,SumEncoder,JamesSteinEncoder,0.029850746268656716,21.0
922,car,make,Nominal,SumEncoder,SumEncoder,0.014925373134328358,21.0
923,car,make,Nominal,SumEncoder,HashingEncoder,0.029850746268656716,21.0
924,car,make,Nominal,SumEncoder,LabelEncoder,0.029850746268656716,21.0
925,car,make,Nominal,SumEncoder,TargetEncoder,0.029850746268656716,21.0
926,car,make,Nominal,SumEncoder,HelmertEncoder,0.029850746268656716,21.0
927,car,make,Nominal,SumEncoder,FrequencyEncoder,0.029850746268656716,21.0
928,car,make,Nominal,SumEncoder,BaseNEncoder,0.029850746268656716,21.0
929,car,make,Nominal,SumEncoder,OneHotEncoder,0.029850746268656716,21.0
930,car,make,Nominal,HashingEncoder,BinaryEncoder,0.029850746268656716,21.0
931,car,make,Nominal,HashingEncoder,JamesSteinEncoder,0.029850746268656716,21.0
932,car,make,Nominal,HashingEncoder,SumEncoder,0.04477611940298507,21.0
933,car,make,Nominal,HashingEncoder,HashingEncoder,0.029850746268656716,21.0
934,car,make,Nominal,HashingEncoder,LabelEncoder,0.04477611940298507,21.0
935,car,make,Nominal,HashingEncoder,TargetEncoder,0.029850746268656716,21.0
936,car,make,Nominal,HashingEncoder,HelmertEncoder,0.029850746268656716,21.0
937,car,make,Nominal,HashingEncoder,FrequencyEncoder,0.0,21.0
938,car,make,Nominal,HashingEncoder,BaseNEncoder,0.029850746268656716,21.0
939,car,make,Nominal,HashingEncoder,OneHotEncoder,0.029850746268656716,21.0
940,car,make,Nominal,LabelEncoder,BinaryEncoder,0.029850746268656716,21.0
941,car,make,Nominal,LabelEncoder,JamesSteinEncoder,0.029850746268656716,21.0
942,car,make,Nominal,LabelEncoder,SumEncoder,0.029850746268656716,21.0
943,car,make,Nominal,LabelEncoder,HashingEncoder,0.0,21.0
944,car,make,Nominal,LabelEncoder,LabelEncoder,0.029850746268656716,21.0
945,car,make,Nominal,LabelEncoder,TargetEncoder,0.029850746268656716,21.0
946,car,make,Nominal,LabelEncoder,HelmertEncoder,0.029850746268656716,21.0
947,car,make,Nominal,LabelEncoder,FrequencyEncoder,0.014925373134328358,21.0
948,car,make,Nominal,LabelEncoder,BaseNEncoder,0.029850746268656716,21.0
949,car,make,Nominal,LabelEncoder,OneHotEncoder,0.014925373134328358,21.0
950,car,make,Nominal,TargetEncoder,BinaryEncoder,0.014925373134328358,21.0
951,car,make,Nominal,TargetEncoder,JamesSteinEncoder,0.04477611940298507,21.0
952,car,make,Nominal,TargetEncoder,SumEncoder,0.04477611940298507,21.0
953,car,make,Nominal,TargetEncoder,HashingEncoder,0.04477611940298507,21.0
954,car,make,Nominal,TargetEncoder,LabelEncoder,0.04477611940298507,21.0
955,car,make,Nominal,TargetEncoder,TargetEncoder,0.04477611940298507,21.0
956,car,make,Nominal,TargetEncoder,HelmertEncoder,0.04477611940298507,21.0
957,car,make,Nominal,TargetEncoder,FrequencyEncoder,0.029850746268656716,21.0
958,car,make,Nominal,TargetEncoder,BaseNEncoder,0.014925373134328358,21.0
959,car,make,Nominal,TargetEncoder,OneHotEncoder,0.014925373134328358,21.0
960,car,make,Nominal,HelmertEncoder,BinaryEncoder,0.014925373134328358,21.0
961,car,make,Nominal,HelmertEncoder,JamesSteinEncoder,0.04477611940298507,21.0
962,car,make,Nominal,HelmertEncoder,SumEncoder,0.029850746268656716,21.0
963,car,make,Nominal,HelmertEncoder,HashingEncoder,0.029850746268656716,21.0
964,car,make,Nominal,HelmertEncoder,LabelEncoder,0.04477611940298507,21.0
965,car,make,Nominal,HelmertEncoder,TargetEncoder,0.04477611940298507,21.0
966,car,make,Nominal,HelmertEncoder,HelmertEncoder,0.029850746268656716,21.0
967,car,make,Nominal,HelmertEncoder,FrequencyEncoder,0.014925373134328358,21.0
968,car,make,Nominal,HelmertEncoder,BaseNEncoder,0.014925373134328358,21.0
969,car,make,Nominal,HelmertEncoder,OneHotEncoder,0.029850746268656716,21.0
970,car,make,Nominal,FrequencyEncoder,BinaryEncoder,0.029850746268656716,21.0
971,car,make,Nominal,FrequencyEncoder,JamesSteinEncoder,0.04477611940298507,21.0
972,car,make,Nominal,FrequencyEncoder,SumEncoder,0.014925373134328358,21.0
973,car,make,Nominal,FrequencyEncoder,HashingEncoder,0.029850746268656716,21.0
974,car,make,Nominal,FrequencyEncoder,LabelEncoder,0.029850746268656716,21.0
975,car,make,Nominal,FrequencyEncoder,TargetEncoder,0.04477611940298507,21.0
976,car,make,Nominal,FrequencyEncoder,HelmertEncoder,0.029850746268656716,21.0
977,car,make,Nominal,FrequencyEncoder,FrequencyEncoder,0.014925373134328358,21.0
978,car,make,Nominal,FrequencyEncoder,BaseNEncoder,0.029850746268656716,21.0
979,car,make,Nominal,FrequencyEncoder,OneHotEncoder,0.04477611940298507,21.0
980,car,make,Nominal,BaseNEncoder,BinaryEncoder,0.029850746268656716,21.0
981,car,make,Nominal,BaseNEncoder,JamesSteinEncoder,0.04477611940298507,21.0
982,car,make,Nominal,BaseNEncoder,SumEncoder,0.014925373134328358,21.0
983,car,make,Nominal,BaseNEncoder,HashingEncoder,0.029850746268656716,21.0
984,car,make,Nominal,BaseNEncoder,LabelEncoder,0.04477611940298507,21.0
985,car,make,Nominal,BaseNEncoder,TargetEncoder,0.04477611940298507,21.0
986,car,make,Nominal,BaseNEncoder,HelmertEncoder,0.029850746268656716,21.0
987,car,make,Nominal,BaseNEncoder,FrequencyEncoder,0.04477611940298507,21.0
988,car,make,Nominal,BaseNEncoder,BaseNEncoder,0.029850746268656716,21.0
989,car,make,Nominal,BaseNEncoder,OneHotEncoder,0.04477611940298507,21.0
990,car,make,Nominal,OneHotEncoder,BinaryEncoder,0.014925373134328358,21.0
991,car,make,Nominal,OneHotEncoder,JamesSteinEncoder,0.04477611940298507,21.0
992,car,make,Nominal,OneHotEncoder,SumEncoder,0.029850746268656716,21.0
993,car,make,Nominal,OneHotEncoder,HashingEncoder,0.04477611940298507,21.0
994,car,make,Nominal,OneHotEncoder,LabelEncoder,0.029850746268656716,21.0
995,car,make,Nominal,OneHotEncoder,TargetEncoder,0.04477611940298507,21.0
996,car,make,Nominal,OneHotEncoder,HelmertEncoder,0.014925373134328358,21.0
997,car,make,Nominal,OneHotEncoder,FrequencyEncoder,0.04477611940298507,21.0
998,car,make,Nominal,OneHotEncoder,BaseNEncoder,0.014925373134328358,21.0
999,car,make,Nominal,OneHotEncoder,OneHotEncoder,0.029850746268656716,21.0
1000,car,num_of_cylinders,Nominal,BinaryEncoder,BinaryEncoder,0.029850746268656716,7.0
1001,car,num_of_cylinders,Nominal,BinaryEncoder,JamesSteinEncoder,0.04477611940298507,7.0
1002,car,num_of_cylinders,Nominal,BinaryEncoder,SumEncoder,0.029850746268656716,7.0
1003,car,num_of_cylinders,Nominal,BinaryEncoder,HashingEncoder,0.04477611940298507,7.0
1004,car,num_of_cylinders,Nominal,BinaryEncoder,LabelEncoder,0.014925373134328358,7.0
1005,car,num_of_cylinders,Nominal,BinaryEncoder,TargetEncoder,0.04477611940298507,7.0
1006,car,num_of_cylinders,Nominal,BinaryEncoder,HelmertEncoder,0.04477611940298507,7.0
1007,car,num_of_cylinders,Nominal,BinaryEncoder,FrequencyEncoder,0.04477611940298507,7.0
1008,car,num_of_cylinders,Nominal,BinaryEncoder,BaseNEncoder,0.029850746268656716,7.0
1009,car,num_of_cylinders,Nominal,BinaryEncoder,OneHotEncoder,0.014925373134328358,7.0
1010,car,num_of_cylinders,Nominal,JamesSteinEncoder,BinaryEncoder,0.029850746268656716,7.0
1011,car,num_of_cylinders,Nominal,JamesSteinEncoder,JamesSteinEncoder,0.04477611940298507,7.0
1012,car,num_of_cylinders,Nominal,JamesSteinEncoder,SumEncoder,0.029850746268656716,7.0
1013,car,num_of_cylinders,Nominal,JamesSteinEncoder,HashingEncoder,0.014925373134328358,7.0
1014,car,num_of_cylinders,Nominal,JamesSteinEncoder,LabelEncoder,0.04477611940298507,7.0
1015,car,num_of_cylinders,Nominal,JamesSteinEncoder,TargetEncoder,0.04477611940298507,7.0
1016,car,num_of_cylinders,Nominal,JamesSteinEncoder,HelmertEncoder,0.014925373134328358,7.0
1017,car,num_of_cylinders,Nominal,JamesSteinEncoder,FrequencyEncoder,0.014925373134328358,7.0
1018,car,num_of_cylinders,Nominal,JamesSteinEncoder,BaseNEncoder,0.029850746268656716,7.0
1019,car,num_of_cylinders,Nominal,JamesSteinEncoder,OneHotEncoder,0.04477611940298507,7.0
1020,car,num_of_cylinders,Nominal,SumEncoder,BinaryEncoder,0.029850746268656716,7.0
1021,car,num_of_cylinders,Nominal,SumEncoder,JamesSteinEncoder,0.029850746268656716,7.0
1022,car,num_of_cylinders,Nominal,SumEncoder,SumEncoder,0.014925373134328358,7.0
1023,car,num_of_cylinders,Nominal,SumEncoder,HashingEncoder,0.04477611940298507,7.0
1024,car,num_of_cylinders,Nominal,SumEncoder,LabelEncoder,0.014925373134328358,7.0
1025,car,num_of_cylinders,Nominal,SumEncoder,TargetEncoder,0.029850746268656716,7.0
1026,car,num_of_cylinders,Nominal,SumEncoder,HelmertEncoder,0.029850746268656716,7.0
1027,car,num_of_cylinders,Nominal,SumEncoder,FrequencyEncoder,0.04477611940298507,7.0
1028,car,num_of_cylinders,Nominal,SumEncoder,BaseNEncoder,0.029850746268656716,7.0
1029,car,num_of_cylinders,Nominal,SumEncoder,OneHotEncoder,0.029850746268656716,7.0
1030,car,num_of_cylinders,Nominal,HashingEncoder,BinaryEncoder,0.014925373134328358,7.0
1031,car,num_of_cylinders,Nominal,HashingEncoder,JamesSteinEncoder,0.029850746268656716,7.0
1032,car,num_of_cylinders,Nominal,HashingEncoder,SumEncoder,0.029850746268656716,7.0
1033,car,num_of_cylinders,Nominal,HashingEncoder,HashingEncoder,0.029850746268656716,7.0
1034,car,num_of_cylinders,Nominal,HashingEncoder,LabelEncoder,0.014925373134328358,7.0
1035,car,num_of_cylinders,Nominal,HashingEncoder,TargetEncoder,0.014925373134328358,7.0
1036,car,num_of_cylinders,Nominal,HashingEncoder,HelmertEncoder,0.04477611940298507,7.0
1037,car,num_of_cylinders,Nominal,HashingEncoder,FrequencyEncoder,0.029850746268656716,7.0
1038,car,num_of_cylinders,Nominal,HashingEncoder,BaseNEncoder,0.014925373134328358,7.0
1039,car,num_of_cylinders,Nominal,HashingEncoder,OneHotEncoder,0.029850746268656716,7.0
1040,car,num_of_cylinders,Nominal,LabelEncoder,BinaryEncoder,0.029850746268656716,7.0
1041,car,num_of_cylinders,Nominal,LabelEncoder,JamesSteinEncoder,0.04477611940298507,7.0
1042,car,num_of_cylinders,Nominal,LabelEncoder,SumEncoder,0.029850746268656716,7.0
1043,car,num_of_cylinders,Nominal,LabelEncoder,HashingEncoder,0.04477611940298507,7.0
1044,car,num_of_cylinders,Nominal,LabelEncoder,LabelEncoder,0.04477611940298507,7.0
1045,car,num_of_cylinders,Nominal,LabelEncoder,TargetEncoder,0.04477611940298507,7.0
1046,car,num_of_cylinders,Nominal,LabelEncoder,HelmertEncoder,0.014925373134328358,7.0
1047,car,num_of_cylinders,Nominal,LabelEncoder,FrequencyEncoder,0.014925373134328358,7.0
1048,car,num_of_cylinders,Nominal,LabelEncoder,BaseNEncoder,0.029850746268656716,7.0
1049,car,num_of_cylinders,Nominal,LabelEncoder,OneHotEncoder,0.04477611940298507,7.0
1050,car,num_of_cylinders,Nominal,TargetEncoder,BinaryEncoder,0.029850746268656716,7.0
1051,car,num_of_cylinders,Nominal,TargetEncoder,JamesSteinEncoder,0.04477611940298507,7.0
1052,car,num_of_cylinders,Nominal,TargetEncoder,SumEncoder,0.029850746268656716,7.0
1053,car,num_of_cylinders,Nominal,TargetEncoder,HashingEncoder,0.014925373134328358,7.0
1054,car,num_of_cylinders,Nominal,TargetEncoder,LabelEncoder,0.04477611940298507,7.0
1055,car,num_of_cylinders,Nominal,TargetEncoder,TargetEncoder,0.04477611940298507,7.0
1056,car,num_of_cylinders,Nominal,TargetEncoder,HelmertEncoder,0.014925373134328358,7.0
1057,car,num_of_cylinders,Nominal,TargetEncoder,FrequencyEncoder,0.014925373134328358,7.0
1058,car,num_of_cylinders,Nominal,TargetEncoder,BaseNEncoder,0.029850746268656716,7.0
1059,car,num_of_cylinders,Nominal,TargetEncoder,OneHotEncoder,0.04477611940298507,7.0
1060,car,num_of_cylinders,Nominal,HelmertEncoder,BinaryEncoder,0.029850746268656716,7.0
1061,car,num_of_cylinders,Nominal,HelmertEncoder,JamesSteinEncoder,0.04477611940298507,7.0
1062,car,num_of_cylinders,Nominal,HelmertEncoder,SumEncoder,0.014925373134328358,7.0
1063,car,num_of_cylinders,Nominal,HelmertEncoder,HashingEncoder,0.029850746268656716,7.0
1064,car,num_of_cylinders,Nominal,HelmertEncoder,LabelEncoder,0.029850746268656716,7.0
1065,car,num_of_cylinders,Nominal,HelmertEncoder,TargetEncoder,0.04477611940298507,7.0
1066,car,num_of_cylinders,Nominal,HelmertEncoder,HelmertEncoder,0.014925373134328358,7.0
1067,car,num_of_cylinders,Nominal,HelmertEncoder,FrequencyEncoder,0.029850746268656716,7.0
1068,car,num_of_cylinders,Nominal,HelmertEncoder,BaseNEncoder,0.029850746268656716,7.0
1069,car,num_of_cylinders,Nominal,HelmertEncoder,OneHotEncoder,0.029850746268656716,7.0
1070,car,num_of_cylinders,Nominal,FrequencyEncoder,BinaryEncoder,0.029850746268656716,7.0
1071,car,num_of_cylinders,Nominal,FrequencyEncoder,JamesSteinEncoder,0.04477611940298507,7.0
1072,car,num_of_cylinders,Nominal,FrequencyEncoder,SumEncoder,0.029850746268656716,7.0
1073,car,num_of_cylinders,Nominal,FrequencyEncoder,HashingEncoder,0.029850746268656716,7.0
1074,car,num_of_cylinders,Nominal,FrequencyEncoder,LabelEncoder,0.014925373134328358,7.0
1075,car,num_of_cylinders,Nominal,FrequencyEncoder,TargetEncoder,0.04477611940298507,7.0
1076,car,num_of_cylinders,Nominal,FrequencyEncoder,HelmertEncoder,0.014925373134328358,7.0
1077,car,num_of_cylinders,Nominal,FrequencyEncoder,FrequencyEncoder,0.014925373134328358,7.0
1078,car,num_of_cylinders,Nominal,FrequencyEncoder,BaseNEncoder,0.029850746268656716,7.0
1079,car,num_of_cylinders,Nominal,FrequencyEncoder,OneHotEncoder,0.04477611940298507,7.0
1080,car,num_of_cylinders,Nominal,BaseNEncoder,BinaryEncoder,0.029850746268656716,7.0
1081,car,num_of_cylinders,Nominal,BaseNEncoder,JamesSteinEncoder,0.04477611940298507,7.0
1082,car,num_of_cylinders,Nominal,BaseNEncoder,SumEncoder,0.029850746268656716,7.0
1083,car,num_of_cylinders,Nominal,BaseNEncoder,HashingEncoder,0.04477611940298507,7.0
1084,car,num_of_cylinders,Nominal,BaseNEncoder,LabelEncoder,0.014925373134328358,7.0
1085,car,num_of_cylinders,Nominal,BaseNEncoder,TargetEncoder,0.04477611940298507,7.0
1086,car,num_of_cylinders,Nominal,BaseNEncoder,HelmertEncoder,0.04477611940298507,7.0
1087,car,num_of_cylinders,Nominal,BaseNEncoder,FrequencyEncoder,0.04477611940298507,7.0
1088,car,num_of_cylinders,Nominal,BaseNEncoder,BaseNEncoder,0.029850746268656716,7.0
1089,car,num_of_cylinders,Nominal,BaseNEncoder,OneHotEncoder,0.014925373134328358,7.0
1090,car,num_of_cylinders,Nominal,OneHotEncoder,BinaryEncoder,0.029850746268656716,7.0
1091,car,num_of_cylinders,Nominal,OneHotEncoder,JamesSteinEncoder,0.04477611940298507,7.0
1092,car,num_of_cylinders,Nominal,OneHotEncoder,SumEncoder,0.029850746268656716,7.0
1093,car,num_of_cylinders,Nominal,OneHotEncoder,HashingEncoder,0.029850746268656716,7.0
1094,car,num_of_cylinders,Nominal,OneHotEncoder,LabelEncoder,0.014925373134328358,7.0
1095,car,num_of_cylinders,Nominal,OneHotEncoder,TargetEncoder,0.04477611940298507,7.0
1096,car,num_of_cylinders,Nominal,OneHotEncoder,HelmertEncoder,0.029850746268656716,7.0
1097,car,num_of_cylinders,Nominal,OneHotEncoder,FrequencyEncoder,0.029850746268656716,7.0
1098,car,num_of_cylinders,Nominal,OneHotEncoder,BaseNEncoder,0.029850746268656716,7.0
1099,car,num_of_cylinders,Nominal,OneHotEncoder,OneHotEncoder,0.04477611940298507,7.0
1100,car,body_style,Nominal,BinaryEncoder,BinaryEncoder,0.04477611940298507,5.0
1101,car,body_style,Nominal,BinaryEncoder,JamesSteinEncoder,0.029850746268656716,5.0
1102,car,body_style,Nominal,BinaryEncoder,SumEncoder,0.04477611940298507,5.0
1103,car,body_style,Nominal,BinaryEncoder,HashingEncoder,0.014925373134328358,5.0
1104,car,body_style,Nominal,BinaryEncoder,LabelEncoder,0.0,5.0
1105,car,body_style,Nominal,BinaryEncoder,TargetEncoder,0.029850746268656716,5.0
1106,car,body_style,Nominal,BinaryEncoder,HelmertEncoder,0.014925373134328358,5.0
1107,car,body_style,Nominal,BinaryEncoder,FrequencyEncoder,0.014925373134328358,5.0
1108,car,body_style,Nominal,BinaryEncoder,BaseNEncoder,0.04477611940298507,5.0
1109,car,body_style,Nominal,BinaryEncoder,OneHotEncoder,0.04477611940298507,5.0
1110,car,body_style,Nominal,JamesSteinEncoder,BinaryEncoder,0.029850746268656716,5.0
1111,car,body_style,Nominal,JamesSteinEncoder,JamesSteinEncoder,0.04477611940298507,5.0
1112,car,body_style,Nominal,JamesSteinEncoder,SumEncoder,0.04477611940298507,5.0
1113,car,body_style,Nominal,JamesSteinEncoder,HashingEncoder,0.029850746268656716,5.0
1114,car,body_style,Nominal,JamesSteinEncoder,LabelEncoder,0.029850746268656716,5.0
1115,car,body_style,Nominal,JamesSteinEncoder,TargetEncoder,0.04477611940298507,5.0
1116,car,body_style,Nominal,JamesSteinEncoder,HelmertEncoder,0.029850746268656716,5.0
1117,car,body_style,Nominal,JamesSteinEncoder,FrequencyEncoder,0.029850746268656716,5.0
1118,car,body_style,Nominal,JamesSteinEncoder,BaseNEncoder,0.029850746268656716,5.0
1119,car,body_style,Nominal,JamesSteinEncoder,OneHotEncoder,0.014925373134328358,5.0
1120,car,body_style,Nominal,SumEncoder,BinaryEncoder,0.029850746268656716,5.0
1121,car,body_style,Nominal,SumEncoder,JamesSteinEncoder,0.029850746268656716,5.0
1122,car,body_style,Nominal,SumEncoder,SumEncoder,0.029850746268656716,5.0
1123,car,body_style,Nominal,SumEncoder,HashingEncoder,0.029850746268656716,5.0
1124,car,body_style,Nominal,SumEncoder,LabelEncoder,0.014925373134328358,5.0
1125,car,body_style,Nominal,SumEncoder,TargetEncoder,0.029850746268656716,5.0
1126,car,body_style,Nominal,SumEncoder,HelmertEncoder,0.014925373134328358,5.0
1127,car,body_style,Nominal,SumEncoder,FrequencyEncoder,0.014925373134328358,5.0
1128,car,body_style,Nominal,SumEncoder,BaseNEncoder,0.029850746268656716,5.0
1129,car,body_style,Nominal,SumEncoder,OneHotEncoder,0.029850746268656716,5.0
1130,car,body_style,Nominal,HashingEncoder,BinaryEncoder,0.014925373134328358,5.0
1131,car,body_style,Nominal,HashingEncoder,JamesSteinEncoder,0.04477611940298507,5.0
1132,car,body_style,Nominal,HashingEncoder,SumEncoder,0.014925373134328358,5.0
1133,car,body_style,Nominal,HashingEncoder,HashingEncoder,0.014925373134328358,5.0
1134,car,body_style,Nominal,HashingEncoder,LabelEncoder,0.014925373134328358,5.0
1135,car,body_style,Nominal,HashingEncoder,TargetEncoder,0.04477611940298507,5.0
1136,car,body_style,Nominal,HashingEncoder,HelmertEncoder,0.014925373134328358,5.0
1137,car,body_style,Nominal,HashingEncoder,FrequencyEncoder,0.029850746268656716,5.0
1138,car,body_style,Nominal,HashingEncoder,BaseNEncoder,0.014925373134328358,5.0
1139,car,body_style,Nominal,HashingEncoder,OneHotEncoder,0.029850746268656716,5.0
1140,car,body_style,Nominal,LabelEncoder,BinaryEncoder,0.029850746268656716,5.0
1141,car,body_style,Nominal,LabelEncoder,JamesSteinEncoder,0.04477611940298507,5.0
1142,car,body_style,Nominal,LabelEncoder,SumEncoder,0.04477611940298507,5.0
1143,car,body_style,Nominal,LabelEncoder,HashingEncoder,0.029850746268656716,5.0
1144,car,body_style,Nominal,LabelEncoder,LabelEncoder,0.029850746268656716,5.0
1145,car,body_style,Nominal,LabelEncoder,TargetEncoder,0.04477611940298507,5.0
1146,car,body_style,Nominal,LabelEncoder,HelmertEncoder,0.029850746268656716,5.0
1147,car,body_style,Nominal,LabelEncoder,FrequencyEncoder,0.029850746268656716,5.0
1148,car,body_style,Nominal,LabelEncoder,BaseNEncoder,0.029850746268656716,5.0
1149,car,body_style,Nominal,LabelEncoder,OneHotEncoder,0.014925373134328358,5.0
1150,car,body_style,Nominal,TargetEncoder,BinaryEncoder,0.029850746268656716,5.0
1151,car,body_style,Nominal,TargetEncoder,JamesSteinEncoder,0.04477611940298507,5.0
1152,car,body_style,Nominal,TargetEncoder,SumEncoder,0.04477611940298507,5.0
1153,car,body_style,Nominal,TargetEncoder,HashingEncoder,0.029850746268656716,5.0
1154,car,body_style,Nominal,TargetEncoder,LabelEncoder,0.029850746268656716,5.0
1155,car,body_style,Nominal,TargetEncoder,TargetEncoder,0.04477611940298507,5.0
1156,car,body_style,Nominal,TargetEncoder,HelmertEncoder,0.029850746268656716,5.0
1157,car,body_style,Nominal,TargetEncoder,FrequencyEncoder,0.029850746268656716,5.0
1158,car,body_style,Nominal,TargetEncoder,BaseNEncoder,0.029850746268656716,5.0
1159,car,body_style,Nominal,TargetEncoder,OneHotEncoder,0.014925373134328358,5.0
1160,car,body_style,Nominal,HelmertEncoder,BinaryEncoder,0.029850746268656716,5.0
1161,car,body_style,Nominal,HelmertEncoder,JamesSteinEncoder,0.04477611940298507,5.0
1162,car,body_style,Nominal,HelmertEncoder,SumEncoder,0.029850746268656716,5.0
1163,car,body_style,Nominal,HelmertEncoder,HashingEncoder,0.029850746268656716,5.0
