,DataSetName,ColumnName,ColumnType,Encoder,EncoderForOthers,Cardinality,Score,Roc_auc_score
110,Adult,workclass,Nominal,OneHotEncoder,LabelEncoder,7,0.8048780487804879,0.7440932095421532
111,Adult,workclass,Nominal,OneHotEncoder,OneHotEncoder,7,0.809769498793889,0.7495247482043257
112,Adult,workclass,Nominal,OneHotEncoder,TargetEncoder,7,0.8121817207183061,0.7527637333975362
113,Adult,workclass,Nominal,OneHotEncoder,HelmertEncoder,7,0.8099035111230233,0.7517047620480719
114,Adult,workclass,Nominal,OneHotEncoder,BinaryEncoder,7,0.806888233717502,0.7414285391838208
115,Adult,workclass,Nominal,OneHotEncoder,SumEncoder,7,0.8072902707049049,0.7473321947353637
116,Adult,workclass,Nominal,OneHotEncoder,JamesSteinEncoder,7,0.8123827392120075,0.7528972804060832
117,Adult,workclass,Nominal,OneHotEncoder,HashingEncoder,7,0.7981104261592067,0.7323241442959754
118,Adult,workclass,Nominal,OneHotEncoder,BaseNEncoder,7,0.806888233717502,0.7414285391838208
119,Adult,workclass,Nominal,OneHotEncoder,FrequencyEncoder,7,0.8041409809702492,0.7420580283696481
120,Adult,workclass,Nominal,TargetEncoder,LabelEncoder,7,0.8067542213883677,0.7452487360057782
121,Adult,workclass,Nominal,TargetEncoder,OneHotEncoder,7,0.8076923076923077,0.7494175344087316
122,Adult,workclass,Nominal,TargetEncoder,TargetEncoder,7,0.8109086035915304,0.7507360760001606
123,Adult,workclass,Nominal,TargetEncoder,HelmertEncoder,7,0.8086974001608148,0.7497216203202118
124,Adult,workclass,Nominal,TargetEncoder,BinaryEncoder,7,0.8056151165907264,0.7439464959271298
125,Adult,workclass,Nominal,TargetEncoder,SumEncoder,7,0.8070222460466363,0.7478814303198105
126,Adult,workclass,Nominal,TargetEncoder,JamesSteinEncoder,7,0.8107745912623961,0.7506470446611292
127,Adult,workclass,Nominal,TargetEncoder,HashingEncoder,7,0.7958322165639239,0.7305378746840016
128,Adult,workclass,Nominal,TargetEncoder,BaseNEncoder,7,0.8056151165907264,0.7439464959271298
129,Adult,workclass,Nominal,TargetEncoder,FrequencyEncoder,7,0.8080943446797105,0.7473209090726697
130,Adult,workclass,Nominal,HelmertEncoder,LabelEncoder,7,0.8034709193245778,0.7419765208057462
131,Adult,workclass,Nominal,HelmertEncoder,OneHotEncoder,7,0.8081613508442776,0.7472745124593717
132,Adult,workclass,Nominal,HelmertEncoder,TargetEncoder,7,0.8058161350844277,0.7458982885919506
133,Adult,workclass,Nominal,HelmertEncoder,HelmertEncoder,7,0.8101045296167247,0.7519292213394325
134,Adult,workclass,Nominal,HelmertEncoder,BinaryEncoder,7,0.8072232645403377,0.7423784157939087
135,Adult,workclass,Nominal,HelmertEncoder,SumEncoder,7,0.8066872152238006,0.7463860800128406
136,Adult,workclass,Nominal,HelmertEncoder,JamesSteinEncoder,7,0.8060841597426963,0.7460763512700133
137,Adult,workclass,Nominal,HelmertEncoder,HashingEncoder,7,0.7983784508174752,0.7318658209943422
138,Adult,workclass,Nominal,HelmertEncoder,BaseNEncoder,7,0.8072232645403377,0.7423784157939087
139,Adult,workclass,Nominal,HelmertEncoder,FrequencyEncoder,7,0.8054140980970249,0.7439947734842101
140,Adult,workclass,Nominal,BinaryEncoder,LabelEncoder,7,0.8003216295899223,0.7339749859556197
141,Adult,workclass,Nominal,BinaryEncoder,OneHotEncoder,7,0.8072232645403377,0.7481058896111713
142,Adult,workclass,Nominal,BinaryEncoder,TargetEncoder,7,0.8076253015277406,0.7457365274266682
143,Adult,workclass,Nominal,BinaryEncoder,HelmertEncoder,7,0.8119136960600375,0.7507674250631997
144,Adult,workclass,Nominal,BinaryEncoder,BinaryEncoder,7,0.8052800857678907,0.742360233337346
145,Adult,workclass,Nominal,BinaryEncoder,SumEncoder,7,0.8072902707049049,0.7462412473415994
146,Adult,workclass,Nominal,BinaryEncoder,JamesSteinEncoder,7,0.8076923076923077,0.7457810430961839
147,Adult,workclass,Nominal,BinaryEncoder,HashingEncoder,7,0.7976413830072366,0.7332853065687572
148,Adult,workclass,Nominal,BinaryEncoder,BaseNEncoder,7,0.8052800857678907,0.742360233337346
149,Adult,workclass,Nominal,BinaryEncoder,FrequencyEncoder,7,0.8066872152238006,0.7439314483768709
150,Adult,workclass,Nominal,SumEncoder,LabelEncoder,7,0.8052130796033236,0.7427702790818989
151,Adult,workclass,Nominal,SumEncoder,OneHotEncoder,7,0.8077593138568748,0.7473710675735323
152,Adult,workclass,Nominal,SumEncoder,TargetEncoder,7,0.8080273385151434,0.7478218671000362
153,Adult,workclass,Nominal,SumEncoder,HelmertEncoder,7,0.8086303939962477,0.7511317011757153
154,Adult,workclass,Nominal,SumEncoder,BinaryEncoder,7,0.8051460734387563,0.7403620440592271
155,Adult,workclass,Nominal,SumEncoder,SumEncoder,7,0.8076253015277406,0.7465547379719915
156,Adult,workclass,Nominal,SumEncoder,JamesSteinEncoder,7,0.8081613508442776,0.7479108984390674
157,Adult,workclass,Nominal,SumEncoder,HashingEncoder,7,0.7977083891718038,0.7304206291882348
158,Adult,workclass,Nominal,SumEncoder,BaseNEncoder,7,0.8051460734387563,0.7403620440592271
159,Adult,workclass,Nominal,SumEncoder,FrequencyEncoder,7,0.8025328330206379,0.7399896171903213
160,Adult,workclass,Nominal,JamesSteinEncoder,LabelEncoder,7,0.8067542213883677,0.7452487360057782
161,Adult,workclass,Nominal,JamesSteinEncoder,OneHotEncoder,7,0.8076923076923077,0.7494175344087316
162,Adult,workclass,Nominal,JamesSteinEncoder,TargetEncoder,7,0.8109086035915304,0.7507360760001606
163,Adult,workclass,Nominal,JamesSteinEncoder,HelmertEncoder,7,0.8086974001608148,0.7497216203202118
164,Adult,workclass,Nominal,JamesSteinEncoder,BinaryEncoder,7,0.8056151165907264,0.7439464959271298
165,Adult,workclass,Nominal,JamesSteinEncoder,SumEncoder,7,0.8070222460466363,0.7478814303198105
166,Adult,workclass,Nominal,JamesSteinEncoder,JamesSteinEncoder,7,0.8107745912623961,0.7506470446611292
167,Adult,workclass,Nominal,JamesSteinEncoder,HashingEncoder,7,0.7958322165639239,0.7305378746840016
168,Adult,workclass,Nominal,JamesSteinEncoder,BaseNEncoder,7,0.8056151165907264,0.7439464959271298
169,Adult,workclass,Nominal,JamesSteinEncoder,FrequencyEncoder,7,0.8080943446797105,0.7473209090726697
170,Adult,workclass,Nominal,HashingEncoder,LabelEncoder,7,0.7995175556151166,0.7364409032542836
171,Adult,workclass,Nominal,HashingEncoder,OneHotEncoder,7,0.8056821227552935,0.7427182396372537
172,Adult,workclass,Nominal,HashingEncoder,TargetEncoder,7,0.8081613508442776,0.7471836001765579
173,Adult,workclass,Nominal,HashingEncoder,HelmertEncoder,7,0.8034709193245778,0.7427947313510694
174,Adult,workclass,Nominal,HashingEncoder,BinaryEncoder,7,0.8066872152238006,0.744204185225312
175,Adult,workclass,Nominal,HashingEncoder,SumEncoder,7,0.8074912891986062,0.7453747592391958
176,Adult,workclass,Nominal,HashingEncoder,JamesSteinEncoder,7,0.8083623693379791,0.7473171471851049
177,Adult,workclass,Nominal,HashingEncoder,HashingEncoder,7,0.795899222728491,0.7298550920910076
178,Adult,workclass,Nominal,HashingEncoder,BaseNEncoder,7,0.8066872152238006,0.744204185225312
179,Adult,workclass,Nominal,HashingEncoder,FrequencyEncoder,7,0.805883141248995,0.7421244883832911
180,Adult,workclass,Nominal,BaseNEncoder,LabelEncoder,7,0.8003216295899223,0.7339749859556197
181,Adult,workclass,Nominal,BaseNEncoder,OneHotEncoder,7,0.8072232645403377,0.7481058896111713
182,Adult,workclass,Nominal,BaseNEncoder,TargetEncoder,7,0.8076253015277406,0.7457365274266682
183,Adult,workclass,Nominal,BaseNEncoder,HelmertEncoder,7,0.8119136960600375,0.7507674250631997
