,DataSetName,ColumnName,ColumnType,Encoder,EncoderForOthers,Cardinality,Score,Roc_auc_score
96,Car,fuel_system,Nominal,BaseNEncoder,,8,0.835820895522388,0.0
97,Car,fuel_system,Nominal,HashingEncoder,,8,0.8656716417910447,0.0
98,Car,fuel_system,Nominal,TargetEncoder,,8,0.835820895522388,0.0
99,Car,fuel_system,Nominal,OneHotEncoder,,8,0.8208955223880597,0.0
100,Car,body_style,Nominal,SumEncoder,,5,0.6119402985074627,0.0
101,Car,body_style,Nominal,BinaryEncoder,,5,0.6119402985074627,0.0
102,Car,body_style,Nominal,HelmertEncoder,,5,0.6119402985074627,0.0
103,Car,body_style,Nominal,LabelEncoder,,5,0.6119402985074627,0.0
104,Car,body_style,Nominal,JamesSteinEncoder,,5,0.6119402985074627,0.0
105,Car,body_style,Nominal,FrequencyEncoder,,5,0.6119402985074627,0.0
106,Car,body_style,Nominal,BaseNEncoder,,5,0.6119402985074627,0.0
107,Car,body_style,Nominal,HashingEncoder,,5,0.6119402985074627,0.0
108,Car,body_style,Nominal,TargetEncoder,,5,0.6119402985074627,0.0
109,Car,body_style,Nominal,OneHotEncoder,,5,0.6119402985074627,0.0
110,Car,aspiration,Nominal,SumEncoder,,2,0.6268656716417911,0.0
111,Car,aspiration,Nominal,BinaryEncoder,,2,0.6268656716417911,0.0
112,Car,aspiration,Nominal,HelmertEncoder,,2,0.6268656716417911,0.0
113,Car,aspiration,Nominal,LabelEncoder,,2,0.6268656716417911,0.0
114,Car,aspiration,Nominal,JamesSteinEncoder,,2,0.6268656716417911,0.0
115,Car,aspiration,Nominal,FrequencyEncoder,,2,0.6268656716417911,0.0
116,Car,aspiration,Nominal,BaseNEncoder,,2,0.6268656716417911,0.0
117,Car,aspiration,Nominal,HashingEncoder,,2,0.6268656716417911,0.0
118,Car,aspiration,Nominal,TargetEncoder,,2,0.6268656716417911,0.0
119,Car,aspiration,Nominal,OneHotEncoder,,2,0.6268656716417911,0.0
120,Car,engine_type,Nominal,SumEncoder,,7,0.5671641791044776,0.0
121,Car,engine_type,Nominal,BinaryEncoder,,7,0.5671641791044776,0.0
122,Car,engine_type,Nominal,HelmertEncoder,,7,0.5671641791044776,0.0
123,Car,engine_type,Nominal,LabelEncoder,,7,0.5671641791044776,0.0
124,Car,engine_type,Nominal,JamesSteinEncoder,,7,0.5671641791044776,0.0
125,Car,engine_type,Nominal,FrequencyEncoder,,7,0.5671641791044776,0.0
126,Car,engine_type,Nominal,BaseNEncoder,,7,0.5671641791044776,0.0
127,Car,engine_type,Nominal,HashingEncoder,,7,0.5970149253731343,0.0
128,Car,engine_type,Nominal,TargetEncoder,,7,0.5671641791044776,0.0
129,Car,engine_type,Nominal,OneHotEncoder,,7,0.5671641791044776,0.0
130,Car,fuel_type,Nominal,SumEncoder,,2,0.5223880597014925,0.0
131,Car,fuel_type,Nominal,BinaryEncoder,,2,0.5223880597014925,0.0
132,Car,fuel_type,Nominal,HelmertEncoder,,2,0.5223880597014925,0.0
133,Car,fuel_type,Nominal,LabelEncoder,,2,0.5223880597014925,0.0
134,Car,fuel_type,Nominal,JamesSteinEncoder,,2,0.5223880597014925,0.0
135,Car,fuel_type,Nominal,FrequencyEncoder,,2,0.5223880597014925,0.0
136,Car,fuel_type,Nominal,BaseNEncoder,,2,0.5223880597014925,0.0
137,Car,fuel_type,Nominal,HashingEncoder,,2,0.5223880597014925,0.0
138,Car,fuel_type,Nominal,TargetEncoder,,2,0.5223880597014925,0.0
139,Car,fuel_type,Nominal,OneHotEncoder,,2,0.5223880597014925,0.0
140,Car,engine_location,Nominal,SumEncoder,,2,0.5223880597014925,0.0
141,Car,engine_location,Nominal,BinaryEncoder,,2,0.5223880597014925,0.0
142,Car,engine_location,Nominal,HelmertEncoder,,2,0.5223880597014925,0.0
143,Car,engine_location,Nominal,LabelEncoder,,2,0.5223880597014925,0.0
144,Car,engine_location,Nominal,JamesSteinEncoder,,2,0.5223880597014925,0.0
145,Car,engine_location,Nominal,FrequencyEncoder,,2,0.5223880597014925,0.0
146,Car,engine_location,Nominal,BaseNEncoder,,2,0.5223880597014925,0.0
147,Car,engine_location,Nominal,HashingEncoder,,2,0.5223880597014925,0.0
148,Car,engine_location,Nominal,TargetEncoder,,2,0.5223880597014925,0.0
149,Car,engine_location,Nominal,OneHotEncoder,,2,0.5223880597014925,0.0
150,Car,make,Nominal,SumEncoder,,21,0.6865671641791045,0.0
151,Car,make,Nominal,BinaryEncoder,,21,0.6865671641791045,0.0
152,Car,make,Nominal,HelmertEncoder,,21,0.6865671641791045,0.0
153,Car,make,Nominal,LabelEncoder,,21,0.6865671641791045,0.0
154,Car,make,Nominal,JamesSteinEncoder,,21,0.6865671641791045,0.0
155,Car,make,Nominal,FrequencyEncoder,,21,0.6417910447761194,0.0
156,Car,make,Nominal,BaseNEncoder,,21,0.6865671641791045,0.0
157,Car,make,Nominal,HashingEncoder,,21,0.5074626865671642,0.0
158,Car,make,Nominal,TargetEncoder,,21,0.6865671641791045,0.0
159,Car,make,Nominal,OneHotEncoder,,21,0.6865671641791045,0.0
160,Car,drive_wheels,Nominal,SumEncoder,,2,0.7313432835820896,0.0
161,Car,drive_wheels,Nominal,BinaryEncoder,,2,0.7313432835820896,0.0
162,Car,drive_wheels,Nominal,HelmertEncoder,,2,0.7313432835820896,0.0
163,Car,drive_wheels,Nominal,LabelEncoder,,2,0.7313432835820896,0.0
164,Car,drive_wheels,Nominal,JamesSteinEncoder,,2,0.7313432835820896,0.0
165,Car,drive_wheels,Nominal,FrequencyEncoder,,2,0.7313432835820896,0.0
166,Car,drive_wheels,Nominal,BaseNEncoder,,2,0.7313432835820896,0.0
167,Car,drive_wheels,Nominal,HashingEncoder,,2,0.7313432835820896,0.0
168,Car,drive_wheels,Nominal,TargetEncoder,,2,0.7313432835820896,0.0
169,Car,drive_wheels,Nominal,OneHotEncoder,,2,0.7313432835820896,0.0
170,Titanic,Name,Nominal,SumEncoder,,891,0.5932203389830508,0.0
171,Titanic,Name,Nominal,BinaryEncoder,,891,0.5389830508474577,0.0
172,Titanic,Name,Nominal,HelmertEncoder,,891,0.5661016949152542,0.0
173,Titanic,Name,Nominal,LabelEncoder,,891,0.5525423728813559,0.0
174,Titanic,Name,Nominal,JamesSteinEncoder,,891,0.5932203389830508,0.0
175,Titanic,Name,Nominal,FrequencyEncoder,,891,0.5932203389830508,0.0
176,Titanic,Name,Nominal,BaseNEncoder,,891,0.5389830508474577,0.0
177,Titanic,Name,Nominal,HashingEncoder,,891,0.5932203389830508,0.0
178,Titanic,Name,Nominal,TargetEncoder,,891,0.5932203389830508,0.0
179,Titanic,Name,Nominal,OneHotEncoder,,891,0.5932203389830508,0.0
180,Titanic,Pclass,Ordinal,SumEncoder,,3,0.6983050847457627,0.0
181,Titanic,Pclass,Ordinal,BinaryEncoder,,3,0.6983050847457627,0.0
182,Titanic,Pclass,Ordinal,HelmertEncoder,,3,0.6983050847457627,0.0
183,Titanic,Pclass,Ordinal,LabelEncoder,,3,0.6983050847457627,0.0
184,Titanic,Pclass,Ordinal,JamesSteinEncoder,,3,0.6983050847457627,0.0
185,Titanic,Pclass,Ordinal,FrequencyEncoder,,3,0.6983050847457627,0.0
186,Titanic,Pclass,Ordinal,BaseNEncoder,,3,0.6983050847457627,0.0
187,Titanic,Pclass,Ordinal,HashingEncoder,,3,0.6983050847457627,0.0
188,Titanic,Pclass,Ordinal,TargetEncoder,,3,0.6983050847457627,0.0
189,Titanic,Pclass,Ordinal,OneHotEncoder,,3,0.6983050847457627,0.0
190,Titanic,Sex,Nominal,SumEncoder,,2,0.7966101694915254,0.0
191,Titanic,Sex,Nominal,BinaryEncoder,,2,0.7966101694915254,0.0
192,Titanic,Sex,Nominal,HelmertEncoder,,2,0.7966101694915254,0.0
193,Titanic,Sex,Nominal,LabelEncoder,,2,0.7966101694915254,0.0
194,Titanic,Sex,Nominal,JamesSteinEncoder,,2,0.7966101694915254,0.0
195,Titanic,Sex,Nominal,FrequencyEncoder,,2,0.7966101694915254,0.0
196,Titanic,Sex,Nominal,BaseNEncoder,,2,0.7966101694915254,0.0
197,Titanic,Sex,Nominal,HashingEncoder,,2,0.5932203389830508,0.0
198,Titanic,Sex,Nominal,TargetEncoder,,2,0.7966101694915254,0.0
199,Titanic,Sex,Nominal,OneHotEncoder,,2,0.7966101694915254,0.0
200,Titanic,Embarked,Nominal,SumEncoder,,3,0.6033898305084746,0.0
201,Titanic,Embarked,Nominal,BinaryEncoder,,3,0.6033898305084746,0.0
202,Titanic,Embarked,Nominal,HelmertEncoder,,3,0.6033898305084746,0.0
203,Titanic,Embarked,Nominal,LabelEncoder,,3,0.6033898305084746,0.0
204,Titanic,Embarked,Nominal,JamesSteinEncoder,,3,0.6033898305084746,0.0
205,Titanic,Embarked,Nominal,FrequencyEncoder,,3,0.6033898305084746,0.0
206,Titanic,Embarked,Nominal,BaseNEncoder,,3,0.6033898305084746,0.0
207,Titanic,Embarked,Nominal,HashingEncoder,,3,0.6033898305084746,0.0
208,Titanic,Embarked,Nominal,TargetEncoder,,3,0.6033898305084746,0.0
209,Titanic,Embarked,Nominal,OneHotEncoder,,3,0.6033898305084746,0.0
210,Titanic,Cabin,Nominal,SumEncoder,,145,0.6745762711864407,0.0
211,Titanic,Cabin,Nominal,BinaryEncoder,,145,0.6305084745762712,0.0
212,Titanic,Cabin,Nominal,HelmertEncoder,,145,0.6644067796610169,0.0
213,Titanic,Cabin,Nominal,LabelEncoder,,145,0.6542372881355932,0.0
214,Titanic,Cabin,Nominal,JamesSteinEncoder,,145,0.7288135593220338,0.0
215,Titanic,Cabin,Nominal,FrequencyEncoder,,145,0.6813559322033899,0.0
216,Titanic,Cabin,Nominal,BaseNEncoder,,145,0.6305084745762712,0.0
217,Titanic,Cabin,Nominal,HashingEncoder,,145,0.6474576271186441,0.0
218,Titanic,Cabin,Nominal,TargetEncoder,,145,0.6779661016949152,0.0
219,Titanic,Cabin,Nominal,OneHotEncoder,,145,0.6745762711864407,0.0
220,Titanic,PassengerId,Nominal,SumEncoder,,891,0.5864406779661017,0.0
221,Titanic,PassengerId,Nominal,BinaryEncoder,,891,0.5864406779661017,0.0
222,Titanic,PassengerId,Nominal,HelmertEncoder,,891,0.5864406779661017,0.0
223,Titanic,PassengerId,Nominal,LabelEncoder,,891,0.5864406779661017,0.0
224,Titanic,PassengerId,Nominal,JamesSteinEncoder,,891,0.5864406779661017,0.0
225,Titanic,PassengerId,Nominal,FrequencyEncoder,,891,0.5932203389830508,0.0
226,Titanic,PassengerId,Nominal,BaseNEncoder,,891,0.5864406779661017,0.0
227,Titanic,PassengerId,Nominal,HashingEncoder,,891,0.5864406779661017,0.0
228,Titanic,PassengerId,Nominal,TargetEncoder,,891,0.5864406779661017,0.0
229,Titanic,PassengerId,Nominal,OneHotEncoder,,891,0.5864406779661017,0.0
230,Titanic,Ticket,Nominal,SumEncoder,,681,0.6610169491525424,0.0
231,Titanic,Ticket,Nominal,BinaryEncoder,,681,0.559322033898305,0.0
232,Titanic,Ticket,Nominal,HelmertEncoder,,681,0.6745762711864407,0.0
233,Titanic,Ticket,Nominal,LabelEncoder,,681,0.6372881355932203,0.0
234,Titanic,Ticket,Nominal,JamesSteinEncoder,,681,0.9457627118644067,0.0
235,Titanic,Ticket,Nominal,FrequencyEncoder,,681,0.6779661016949152,0.0
236,Titanic,Ticket,Nominal,BaseNEncoder,,681,0.559322033898305,0.0
237,Titanic,Ticket,Nominal,HashingEncoder,,681,0.5932203389830508,0.0
238,Titanic,Ticket,Nominal,TargetEncoder,,681,0.7491525423728813,0.0
239,Titanic,Ticket,Nominal,OneHotEncoder,,681,0.6610169491525424,0.0
240,Adult,race,Nominal,SumEncoder,,5,0.7526132404181185,0.0
241,Adult,race,Nominal,BinaryEncoder,,5,0.7526132404181185,0.0
242,Adult,race,Nominal,HelmertEncoder,,5,0.7526132404181185,0.0
243,Adult,race,Nominal,LabelEncoder,,5,0.7526132404181185,0.0
244,Adult,race,Nominal,JamesSteinEncoder,,5,0.7526132404181185,0.0
245,Adult,race,Nominal,FrequencyEncoder,,5,0.7526132404181185,0.0
246,Adult,race,Nominal,BaseNEncoder,,5,0.7526132404181185,0.0
247,Adult,race,Nominal,HashingEncoder,,5,0.7526132404181185,0.0
248,Adult,race,Nominal,TargetEncoder,,5,0.7526132404181185,0.0
249,Adult,race,Nominal,OneHotEncoder,,5,0.7526132404181185,0.0
250,Adult,marital-status,Nominal,SumEncoder,,7,0.7526132404181185,0.0
251,Adult,marital-status,Nominal,BinaryEncoder,,7,0.7526132404181185,0.0
252,Adult,marital-status,Nominal,HelmertEncoder,,7,0.7526132404181185,0.0
253,Adult,marital-status,Nominal,LabelEncoder,,7,0.7526132404181185,0.0
254,Adult,marital-status,Nominal,JamesSteinEncoder,,7,0.7526132404181185,0.0
255,Adult,marital-status,Nominal,FrequencyEncoder,,7,0.7526132404181185,0.0
256,Adult,marital-status,Nominal,BaseNEncoder,,7,0.7526132404181185,0.0
257,Adult,marital-status,Nominal,HashingEncoder,,7,0.7526132404181185,0.0
258,Adult,marital-status,Nominal,TargetEncoder,,7,0.7526132404181185,0.0
259,Adult,marital-status,Nominal,OneHotEncoder,,7,0.7526132404181185,0.0
260,Adult,native-country,Nominal,SumEncoder,,41,0.7522112034307157,0.0
261,Adult,native-country,Nominal,BinaryEncoder,,41,0.7522112034307157,0.0
262,Adult,native-country,Nominal,HelmertEncoder,,41,0.7522112034307157,0.0
263,Adult,native-country,Nominal,LabelEncoder,,41,0.7522112034307157,0.0
264,Adult,native-country,Nominal,JamesSteinEncoder,,41,0.7522112034307157,0.0
265,Adult,native-country,Nominal,FrequencyEncoder,,41,0.7526132404181185,0.0
