,DataSetName,ColumnName,ColumnType,Encoder,EncoderForOthers,Score
114,car,engine_type,Nominal,BinaryEncoder,HashingEncoder,0.029850746268656716
115,car,engine_type,Nominal,BinaryEncoder,HashingEncoder,0.029850746268656716
116,car,engine_type,Nominal,HashingEncoder,OneHotEncoder,0.029850746268656716
117,car,engine_type,Nominal,HashingEncoder,BinaryEncoder,0.029850746268656716
118,car,engine_type,Nominal,HashingEncoder,HashingEncoder,0.029850746268656716
119,car,engine_type,Nominal,HashingEncoder,HashingEncoder,0.029850746268656716
120,car,fuel_system,Nominal,OneHotEncoder,OneHotEncoder,0.014925373134328358
121,car,fuel_system,Nominal,OneHotEncoder,BinaryEncoder,0.014925373134328358
122,car,fuel_system,Nominal,OneHotEncoder,HashingEncoder,0.014925373134328358
123,car,fuel_system,Nominal,OneHotEncoder,HashingEncoder,0.029850746268656716
124,car,fuel_system,Nominal,BinaryEncoder,OneHotEncoder,0.029850746268656716
125,car,fuel_system,Nominal,BinaryEncoder,BinaryEncoder,0.029850746268656716
126,car,fuel_system,Nominal,BinaryEncoder,HashingEncoder,0.029850746268656716
127,car,fuel_system,Nominal,BinaryEncoder,HashingEncoder,0.029850746268656716
128,car,fuel_system,Nominal,HashingEncoder,OneHotEncoder,0.029850746268656716
129,car,fuel_system,Nominal,HashingEncoder,BinaryEncoder,0.029850746268656716
130,car,fuel_system,Nominal,HashingEncoder,HashingEncoder,0.029850746268656716
131,car,fuel_system,Nominal,HashingEncoder,HashingEncoder,0.029850746268656716
