,Dist,Freq,doc2vec_norm,Is_binary,1111,2222,3333,5555,4444,Score,Df_name
0,0.004757994541950547,0.18900196698879682,0.025311586371901187,0.21886869217882987,0.5620597599185215,0.0,0.0,0.0,0.0,0.75,titanic
0,0.045416639938418144,0.19232496286829467,0.008018474565398708,0.2136022935304481,0.5406376290974403,0.0,0.0,0.0,0.0,0.5,car1
0,0.05964755084592261,0.24915876403341192,0.12235446735142248,0.18212245179696482,0.3867167659722782,0.0,0.0,0.0,0.0,0.8695652173913043,car
0,0.07494988324314333,0.18469355273740762,0.0,0.23239609985101142,0.5079604641684377,0.0,0.0,0.0,0.0,0.7333333333333333,adult
0,0.05064544436065963,0.21508317964633913,0.0,0.2123228460241125,0.5219485299688886,0.0,0.0,0.0,0.0,0.75,audiology
0,0.06919020651867429,0.20409480560999788,0.02600285539100506,0.22285119649618232,0.4778609359841404,0.0,0.0,0.0,0.0,0.9230769230769231,bridges
0,0.06721871782757971,0.20305053324664538,0.03509389928531258,0.19494437272997592,0.49969247691048646,0.0,0.0,0.0,0.0,0.8,random
0,0.07944295569999665,0.04685374948820064,0.042894819055645524,0.09732050344883028,0.7334879723073269,0.0,0.0,0.0,0.0,0.6428571428571429,heart
