,Dist,Freq,values_skewness,Is_binary,1111,2222,3333,5555,4444,Score,Df_name
0,0.0,0.007681686958704684,0.25452620263716036,0.014949545663741761,0.7228425647403932,0.0,0.0,0.0,0.0,0.6666666666666666,titanic
0,0.013725018868498405,0.026666009521563186,0.008836221167548997,0.12023885146459452,0.8305338989777948,0.0,0.0,0.0,0.0,0.5,car1
0,0.024366644246993995,0.05373319731350102,0.10573564757079774,0.029913111191774044,0.7670626673324253,0.0,0.019188732344507752,0.0,0.0,0.9565217391304348,car
0,0.03147091176900125,0.04204928311343874,0.03452065303667349,0.15717026999709555,0.734788882083791,0.0,0.0,0.0,0.0,0.8666666666666667,adult
0,0.009230906781932434,0.05246683232213258,0.011662072755574487,0.13004753442222663,0.7965926537181339,0.0,0.0,0.0,0.0,0.75,audiology
0,0.02386430445573624,0.0415487362413762,0.0,0.14531568718604265,0.7892712721168449,0.0,0.0,0.0,0.0,0.9230769230769231,bridges
0,0.009094854316500547,0.03880288657393936,0.011642263842626026,0.13966851531581964,0.8007914799511143,0.0,0.0,0.0,0.0,0.8,random
